nom_prot regne type milieu
TheafrRGz_t_B_B7IEV8 8 RGz E 
AciferE2TOPa_M_B_B7J J E2T B 
AciferE2TOPb_M_B_B7J J E2T B 
AciferE2TOPc_M_B_B7J J E2T B 
EscferTOPb_X_B_B7LQ2 2 TOP L 
EscferTOPa_X_B_B7LS0 0 TOP L 
VibtasTOPb_X_B_B7VLC C TOP V 
VibtasTOPa_X_B_B7VM4 4 TOP V 
ShepieTOPb_M_B_B8CN1 1 TOP C 
ShepieTOPa_M_B_B8CPW W TOP C 
HaloreTOPz_t_B_B8CW4 4 TOP C 
BifaniTOPz_M_B_B8DVL L TOP D 
DicturRGz_t_B_B8DYH3 3 RGz Y 
DicturTOPz_t_B_B8E2F F TOP E 
MetsilTOPz_M_B_B8EMQ Q TOP E 
HaeparTOPa_M_B_B8F3J J TOP F 
HaeparTOPb_M_B_B8F44 4 TOP F 
DesalkE1TOPz_M_B_B8F F E1T B 
ChlaggTOPz_t_B_B8G8J J TOP G 
ThisulTOPa_X_B_B8GNK K TOP G 
ThisulTOPb_X_B_B8GU0 0 TOP G 
PsechlE1TOPz_X_B_B8H H E1T B 
MetnodTOPb_M_B_B8IEL L TOP I 
MetnodTOPa_M_B_B8IL4 4 TOP I 
DesdesTOPz_M_B_B8J38 8 TOP J 
StacarTOPa_M_B_B9DM2 2 TOP D 
StacarTOPb_M_B_B9DPG G TOP D 
StrubeTOPz_M_B_B9DS6 6 TOP D 
MaccasTOPb_M_B_B9E9I I TOP E 
MaccasTOPa_M_B_B9EBD D TOP E 
AgrradTOPz_M_B_B9JDL L TOP J 
AgrvitTOPz_M_B_B9JVI I TOP J 
TheneaRGz_T_B_B9K6V7 7 RGz 6 
TheneaTOPz_T_B_B9KC5 5 TOP K 
CamlarTOPz_X_B_B9KEN N TOP K 
TherosTOPz_t_B_B9L0B B TOP L 
NauproTOPz_M_B_B9L7D D TOP L 
NauproRGz_M_B_B9LA13 3 RGz A 
GeodalTOPz_X_B_B9M5T T TOP M 
AciebrTOPz_M_B_B9MHQ Q TOP M 
CalbesTOPz_t_B_B9MM3 3 TOP M 
CalbesRGz_t_B_B9MRC8 8 RGz R 
DesautTOPa_M_B_C0QH3 3 TOP Q 
DesautTOPb_M_B_C0QI8 8 TOP Q 
PermarTOPz_t_B_C0QST T TOP Q 
PermarRGz_t_B_C0QU27 7 RGz U 
BrahyoTOPz_M_B_C0QYG G TOP Q 
Wolsp.TOPz_X_B_C0R4C C TOP R 
BrebreTOPc_M_B_C0Z53 3 TOP Z 
BrebreTOPb_M_B_C0ZFB B TOP Z 
BrebreTOPa_M_B_C0ZG6 6 TOP Z 
RhoeryTOPz_M_B_C0ZNG G TOP Z 
GemaurTOPz_M_B_C1ABE E TOP A 
RhoopaTOPz_M_B_C1BA0 0 TOP B 
DeidesTOPz_M_B_C1D17 7 TOP D 
LarhonTOPz_M_B_C1D68 8 TOP D 
AzovinTOPa_M_B_C1DJX X TOP D 
AzovinTOPb_M_B_C1DQZ Z TOP D 
SulazoRGz_t_B_C1DT23 3 RGz T 
SulazoTOPz_t_B_C1DXP P TOP D 
AcicapTOPz_M_B_C1F6V V TOP F 
BacpseTOPa_M_B_C3BFG G TOP B 
BacpseTOPc_M_B_C3BJ7 7 TOP B 
BacpseTOPb_M_B_C3BNQ Q TOP B 
CoraurTOPz_M_B_C3PJV V TOP P 
RicafrTOPz_M_B_C3PN4 4 TOP P 
RicpeaTOPz_M_B_C4K2S S TOP K 
HamdefTOPz_X_B_C4K72 2 TOP K 
Exisp.TOPa_t_B_C4L3B B TOP L 
Exisp.TOPb_t_B_C4L61 1 TOP L 
TolaueTOPb_M_B_C4L9P P TOP L 
TolaueTOPa_M_B_C4LEI I TOP L 
CorkroTOPz_M_B_C4LLJ J TOP L 
DesmagTOPz_X_B_C4XSH H TOP X 
RicendTOPz_X_B_C4YUC C TOP Y 
AgarecTOPc_X_B_C4ZAQ Q TOP Z 
AgarecTOPb_X_B_C4ZCE E TOP Z 
AgarecTOPa_X_B_C4ZE3 3 TOP Z 
Thasp.TOPa_M_B_C4ZKU U TOP Z 
Thasp.TOPb_M_B_C4ZNA A TOP Z 
BurgluTOPb_M_B_C5A9D D TOP A 
BurgluTOPa_M_B_C5AF4 4 TOP A 
EdwictTOPb_X_B_C5B9Y Y TOP B 
EdwictTOPa_X_B_C5BCW W TOP B 
EdwictTOPc_X_B_C5BDW W TOP B 
TerturTOPz_M_B_C5BL1 1 TOP B 
BeucavTOPz_M_B_C5BY2 2 TOP B 
MiclutTOPz_X_B_C5CCT T TOP C 
KosoleTOPz_M_B_C5CFD D TOP C 
Geosp.TOPz_t_B_C5D8V V TOP D 
StrdysTOPz_X_B_C5WGJ J TOP W 
HelcanTOPz_M_B_C5ZW7 7 TOP Z 
BargraTOPz_M_B_C6ADW W TOP A 
DessalTOPb_M_B_C6BT4 4 TOP B 
DessalTOPa_M_B_C6BUQ Q TOP B 
DiczeaTOPc_X_B_C6CIF F TOP C 
DiczeaTOPa_X_B_C6CIK K TOP C 
DiczeaTOPb_X_B_C6CIX X TOP C 
Paesp.TOPc_M_B_C6CYM M TOP C 
Paesp.TOPa_M_B_C6CZS S TOP C 
Paesp.TOPb_M_B_C6D2Y Y TOP D 
PeccarTOPa_M_B_C6DGW W TOP D 
PeccarTOPb_M_B_C6DH0 0 TOP D 
Geosp.E1TOPz_X_B_C6E E E1T C 
NeorisTOPz_M_B_C6V58 8 TOP V 
DyaferTOPb_M_B_C6VX6 6 TOP V 
DyaferTOPa_M_B_C6W59 9 TOP W 
ActmirTOPz_M_B_C6WFC C TOP W 
MetmobTOPz_M_B_C6WSV V TOP W 
FlabacTOPz_X_B_C6WZX X TOP W 
MetgluTOPz_M_B_C6X8M M TOP X 
LibasiTOPz_X_B_C6XHN N TOP X 
HirbalTOPz_M_B_C6XL7 7 TOP X 
PedhepTOPa_M_B_C6XWV V TOP X 
PedhepTOPb_M_B_C6XXX X TOP X 
PhoasyTOPa_X_B_C7BID D TOP B 
PhoasyTOPb_X_B_C7BJ9 9 TOP B 
AcepasTOPz_X_B_C7JES S TOP J 
DesbacTOPb_M_B_C7LTI I TOP L 
DesbacTOPa_M_B_C7LU1 1 TOP L 
AciferE1TOPz_t_B_C7M M E1T C 
CapochTOPz_M_B_C7M62 2 TOP M 
BrafaeTOPz_X_B_C7MGF F TOP M 
CrycurTOPz_X_B_C7MNY Y TOP M 
SacvirTOPz_t_B_C7MQK K TOP M 
SlahelTOPz_M_B_C7N1R R TOP N 
LepbucTOPa_M_B_C7N9L L TOP N 
LepbucTOPb_M_B_C7NA2 2 TOP N 
KytsedTOPz_M_B_C7NG5 5 TOP N 
ChipinTOPa_M_B_C7PC6 6 TOP P 
ChipinTOPb_M_B_C7PQF F TOP P 
CataciTOPz_M_B_C7PX1 1 TOP P 
JondenTOPz_X_B_C7R1J J TOP R 
KankorTOPz_M_B_C7RA9 9 TOP R 
AnapreTOPz_M_B_C7RDP P TOP R 
AccphoTOPz_X_B_C7RIS S TOP R 
DesaceTOPb_M_B_C8VXL L TOP V 
DesaceTOPa_M_B_C8VYF F TOP V 
DesaceTOPc_M_B_C8W5C C TOP W 
AtoparTOPz_M_B_C8W7T T TOP W 
EgglenTOPa_M_B_C8WG6 6 TOP W 
EgglenTOPb_M_B_C8WNM M TOP W 
AliaciTOPz_t_B_C8WWD D TOP W 
DesretTOPz_M_B_C8WZB B TOP W 
NakmulTOPz_M_B_C8X98 8 TOP X 
EntcasTOPa_M_B_C9A4L L TOP A 
EntcasTOPb_M_B_C9A9V V TOP A 
SelspuTOPb_X_B_C9LSJ J TOP L 
AggactTOPa_X_B_C9R33 3 TOP R 
AggactTOPb_X_B_C9R4I I TOP R 
AmmdegRGz_t_B_C9R890 0 RGz 8 
AmmdegTOPz_t_B_C9RBU U TOP R 
CroturTOPb_X_B_C9XTN N TOP X 
CroturTOPa_X_B_C9Y2L L TOP Y 
StrscaTOPz_M_B_C9Z2D D TOP Z 
ComtesTOPz_X_B_D0IYD D TOP I 
Blasp.TOPz_X_B_D0JAY Y TOP J 
PecwasTOPd_M_B_D0KCY Y TOP K 
PecwasTOPc_M_B_D0KDU U TOP K 
PecwasTOPa_M_B_D0KGC C TOP K 
PecwasTOPb_M_B_D0KM8 8 TOP K 
HalneaTOPb_X_B_D0KVS S TOP K 
HalneaTOPa_X_B_D0L16 6 TOP L 
GorbroTOPz_X_B_D0LEI I TOP L 
HalochTOPb_M_B_D0LL8 8 TOP L 
HalochTOPa_M_B_D0LR9 9 TOP L 
VibantTOPb_X_B_D0M4R R TOP M 
RhomarTOPz_X_B_D0MJD D TOP M 
EdwtarTOPb_M_B_D0Z7H H TOP Z 
EdwtarTOPa_M_B_D0ZH5 5 TOP Z 
ThecurTOPz_t_B_D1A58 8 TOP A 
SebterTOPz_M_B_D1AIZ Z TOP A 
AnacenTOPz_M_B_D1AS9 9 TOP A 
StrmonTOPb_M_B_D1AV5 5 TOP A 
StrmonTOPc_M_B_D1AX8 8 TOP A 
StrmonTOPa_M_B_D1AYF F TOP A 
SuldelTOPz_M_B_D1B57 7 TOP B 
TheaciTOPz_t_B_D1B6D D TOP B 
SankedTOPz_M_B_D1BDU U TOP B 
VeiparTOPb_M_B_D1BLQ Q TOP B 
VeiparTOPa_M_B_D1BMP P TOP B 
XylcelTOPz_X_B_D1BVB B TOP B 
SphtheTOPz_X_B_D1C7I I TOP C 
TheterTOPz_T_B_D1CEQ Q TOP C 
MychomTOPz_X_B_D1J7V V TOP J 
StrrosTOPz_M_B_D2BCM M TOP B 
DicdadTOPb_M_B_D2C05 5 TOP C 
DicdadTOPa_M_B_D2C0T T TOP C 
ThenapRGz_T_B_D2C7G1 1 RGz 7 
ThenapTOPz_T_B_D2C7P P TOP C 
RotmucTOPz_M_B_D2NRA A TOP N 
KriflaTOPz_M_B_D2PW4 4 TOP P 
BifdenTOPz_X_B_D2Q7V V TOP Q 
SpilinTOPz_M_B_D2QCS S TOP Q 
PirstaTOPz_M_B_D2QYN N TOP Q 
GarvagTOPz_X_B_D2RCC C TOP R 
AciferTOPz_M_B_D2RKK K TOP R 
GeoobsTOPz_M_B_D2S78 8 TOP S 
CitrodTOPb_M_B_D2TL3 3 TOP T 
CitrodTOPa_M_B_D2TUK K TOP T 
XanalbTOPz_M_B_D2UG3 3 TOP U 
HydtheTOPz_t_B_D3DGK K TOP D 
HydtheRGz_t_B_D3DJ03 3 RGz J 
AtethaTOPz_X_B_D3EP3 3 TOP E 
ConwoeTOPz_M_B_D3F25 5 TOP F 
BacpseE1TOPb_M_B_D3F F E1T D 
BacpseE1TOPa_M_B_D3F F E1T D 
BacpseE1TOPc_M_B_D3F F E1T D 
StrmitTOPz_X_B_D3H9C C TOP H 
LeglonTOPz_M_B_D3HQ0 0 TOP H 
Presp.TOPb_X_B_D3ID8 8 TOP I 
Presp.TOPa_X_B_D3IEF F TOP I 
Presp.TOPc_X_B_D3IEQ Q TOP I 
Azosp.E1TOPa_M_B_D3N N E1T D 
Azosp.E1TOPb_M_B_D3N N E1T D 
DefdesTOPz_t_B_D3P96 6 TOP P 
StanasTOPz_X_B_D3Q5R R TOP Q 
MagindTOPz_X_B_D3R1W W TOP R 
AllvinTOPz_M_B_D3RV5 5 TOP R 
Thisp.TOPz_X_B_D3SDG G TOP S 
ThealbTOPz_t_B_D3SM8 8 TOP S 
ThealbRGz_t_B_D3SNI9 9 RGz N 
TheitaTOPz_T_B_D3T2Q Q TOP T 
HelmusTOPz_M_B_D3UHJ J TOP U 
XenbovTOPa_M_B_D3V0M M TOP V 
XenbovTOPb_M_B_D3V1M M TOP V 
XenbovTOPc_M_B_D3V26 6 TOP V 
XennemTOPd_M_B_D3V9E E TOP V 
XennemTOPc_M_B_D3VA0 0 TOP V 
XennemTOPb_M_B_D3VAB B TOP V 
XennemTOPa_M_B_D3VGL L TOP V 
XennemTOPe_M_B_D3VGP P TOP V 
XennemTOPf_M_B_D3VHA A TOP V 
NeieloTOPz_M_B_D4DUZ Z TOP D 
PananaTOPa_M_B_D4GFA A TOP G 
PananaTOPb_M_B_D4GG1 1 TOP G 
DenaceTOPz_M_B_D4H5K K TOP H 
ErwamyTOPb_M_B_D4I3D D TOP I 
ErwamyTOPa_M_B_D4I3Y Y TOP I 
AlishaTOPc_M_B_D4IME E TOP I 
AlishaTOPa_M_B_D4IN3 3 TOP I 
AlishaTOPb_M_B_D4IQK K TOP I 
ButfibTOPz_M_B_D4IVN N TOP I 
CopcatTOPa_M_B_D4J46 6 TOP J 
CopcatTOPb_M_B_D4JA7 7 TOP J 
FaecylTOPa_X_B_D4JD1 1 TOP J 
FaecylTOPb_X_B_D4JEE E TOP J 
FaepraTOPb_M_B_D4K2M M TOP K 
FaepraTOPc_M_B_D4K31 1 TOP K 
FaepraTOPa_M_B_D4K4Q Q TOP K 
MeghypTOPz_M_B_D4KD9 9 TOP K 
RosintTOPz_M_B_D4KQF F TOP K 
RumbroTOPa_M_B_D4L4L L TOP L 
RumbroTOPb_M_B_D4L80 0 TOP L 
RumbroTOPc_M_B_D4L9E E TOP L 
RumchaTOPa_X_B_D4LCS S TOP L 
RumchaTOPb_X_B_D4LEK K TOP L 
Rumsp.TOPz_M_B_D4LMY Y TOP L 
BlaobeTOPe_X_B_D4LS4 4 TOP L 
BlaobeTOPf_X_B_D4LSE E TOP L 
BlaobeTOPg_X_B_D4LTS S TOP L 
BlaobeTOPa_X_B_D4LVC C TOP L 
BlaobeTOPd_X_B_D4LWC C TOP L 
BlaobeTOPb_X_B_D4LWP P TOP L 
BlaobeTOPc_X_B_D4LXB B TOP L 
RumtorTOPc_M_B_D4LZE E TOP L 
RumtorTOPb_M_B_D4M0W W TOP M 
RumtorTOPa_M_B_D4M4K K TOP M 
FrefasTOPz_X_B_D4M8T T TOP M 
AnahadTOPb_X_B_D4N02 2 TOP N 
AnahadTOPa_X_B_D4N0D D TOP N 
SphjapTOPz_M_B_D4Z1R R TOP Z 
ShevioTOPb_P_B_D4ZM4 4 TOP Z 
ShevioTOPa_P_B_D4ZME E TOP Z 
ArtplaTOPz_M_B_D4ZX8 8 TOP Z 
RhocapTOPz_M_B_D5AQN N TOP A 
ZunproTOPz_M_B_D5BAC C TOP B 
PunmarTOPz_X_B_D5BRG G TOP B 
NithalTOPz_M_B_D5C3C C TOP C 
SidlitTOPz_M_B_D5CTE E TOP C 
BacmegTOPb_X_B_D5DE8 8 TOP D 
BacmegTOPa_X_B_D5DJL L TOP D 
MyccroTOPz_M_B_D5E5N N TOP E 
AmicolTOPz_M_B_D5EGF F TOP E 
CorakaTOPz_M_B_D5ELQ Q TOP E 
PrerumTOPa_X_B_D5ESI I TOP E 
PrerumTOPb_X_B_D5EXD D TOP E 
LaccriTOPz_M_B_D5H3B B TOP H 
Copsp.TOPa_M_B_D5HI4 4 TOP H 
Copsp.TOPb_M_B_D5HIG G TOP H 
CanMetTOPz_X_B_D5MHP P TOP M 
PlalimTOPz_X_B_D5SMX X TOP S 
LeukimTOPb_M_B_D5T2I I TOP T 
LeukimTOPa_M_B_D5T4A A TOP T 
BramurTOPz_M_B_D5U5L L TOP U 
CelflaTOPz_M_B_D5UII I TOP U 
TsupauTOPz_M_B_D5UMH H TOP U 
ArcnitTOPz_M_B_D5V7J J TOP V 
MorcatTOPz_M_B_D5V8Q Q TOP V 
CausegTOPz_M_B_D5VL5 5 TOP V 
Bursp.TOPz_X_B_D5W9E E TOP W 
KyrtusTOPz_X_B_D5WPD D TOP W 
ThiintTOPa_M_B_D5X2P P TOP X 
ThiintTOPb_M_B_D5X5T T TOP X 
ThepotTOPz_t_B_D5XFI I TOP X 
StralbE1TOPz_M_B_D6A A E1T D 
ThiarsTOPb_X_B_D6CKK K TOP C 
ThiarsTOPa_X_B_D6CUI I TOP C 
BacxylTOPd_M_B_D6CY2 2 TOP C 
BacxylTOPb_M_B_D6CZ7 7 TOP C 
BacxylTOPa_M_B_D6D1U U TOP D 
BacxylTOPc_M_B_D6D8L L TOP D 
StrlivTOPz_M_B_D6EQJ J TOP E 
FilaloTOPa_M_B_D6GPN N TOP G 
FilaloTOPc_M_B_D6GRC C TOP G 
FilaloTOPb_M_B_D6GRI I TOP G 
ThebisTOPz_t_B_D6YAA A TOP Y 
WadchoTOPb_M_B_D6YSL L TOP Y 
WadchoTOPa_M_B_D6YVX X TOP Y 
DesalkTOPz_M_B_D6Z6Z Z TOP Z 
SegrotTOPz_M_B_D6ZC6 6 TOP Z 
MobcurTOPz_X_B_D6ZK7 7 TOP Z 
StanovTOPz_X_B_D7A9P P TOP A 
ThematTOPz_t_B_D7AP9 9 TOP A 
MeisilTOPz_t_B_D7BBP P TOP B 
ArchaeTOPz_M_B_D7BL5 5 TOP B 
StrbinTOPz_X_B_D7CG7 7 TOP C 
SynlipTOPz_t_B_D7CLY Y TOP C 
TruradTOPz_t_B_D7CT2 2 TOP C 
MetverTOPz_X_B_D7DLI I TOP D 
ProfreTOPz_M_B_D7GG8 8 TOP G 
CloljuTOPc_M_B_D8GKL L TOP G 
CloljuTOPa_M_B_D8GL4 4 TOP G 
CloljuTOPb_M_B_D8GS1 1 TOP G 
BrapilTOPz_X_B_D8IFT T TOP I 
HerserTOPz_X_B_D8IY2 2 TOP I 
AcioleTOPz_X_B_D8JH0 0 TOP J 
HypdenTOPz_M_B_D8JSW W TOP J 
DehlykTOPz_M_B_D8K06 6 TOP K 
NitwatTOPz_X_B_D8KCB B TOP K 
LeugelTOPa_X_B_D8ME3 3 TOP M 
LeugelTOPb_X_B_D8MFW W TOP M 
ErwbilTOPa_M_B_D8MSU U TOP M 
ErwbilTOPb_M_B_D8MSY Y TOP M 
NitdefTOPz_X_B_D8PC2 2 TOP P 
CorpseTOPz_X_B_D9QDZ Z TOP Q 
BresubTOPz_M_B_D9QHH H TOP Q 
AcearaTOPz_X_B_D9QRL L TOP Q 
PremelTOPb_M_B_D9RR9 9 TOP R 
PremelTOPa_M_B_D9RRW W TOP R 
TheoceTOPz_t_B_D9S36 6 TOP S 
GalcapTOPb_M_B_D9SD4 4 TOP S 
GalcapTOPd_M_B_D9SG5 5 TOP S 
GalcapTOPc_M_B_D9SHG G TOP S 
GalcapTOPa_M_B_D9SHN N TOP S 
ClocelTOPa_M_B_D9SKM M TOP S 
ClocelTOPb_M_B_D9SLG G TOP S 
ClocelTOPc_M_B_D9SP9 9 TOP S 
MicaurTOPz_M_B_D9T7I I TOP T 
CalobsTOPz_T_B_D9TGA A TOP T 
CalobsRGz_T_B_D9TL10 0 RGz L 
ThetheE1TOPz_X_B_D9T T E1T D 
ButproTOPb_M_B_E0RUQ Q TOP R 
ButproTOPa_M_B_E0RWM M TOP R 
ParberTOPz_M_B_E0TFY Y TOP T 
MychyoE1TOPz_X_B_E0T T E1T E 
SulautTOPz_X_B_E0UT7 7 TOP U 
DesbaaTOPz_X_B_E1QIS S TOP Q 
OlsuliTOPz_M_B_E1QWP P TOP Q 
SpismaTOPz_M_B_E1RCE E TOP R 
PanvagTOPb_X_B_E1SEQ Q TOP S 
PanvagTOPa_X_B_E1SEV V TOP S 
FerbalTOPb_M_B_E1SNQ Q TOP S 
FerbalTOPa_M_B_E1SQR R TOP S 
BacamyTOPb_X_B_E1ULG G TOP U 
BacamyTOPa_X_B_E1UTZ Z TOP U 
HaleloTOPa_X_B_E1VA3 3 TOP V 
HaleloTOPb_X_B_E1VB3 3 TOP V 
HaleloTOPc_X_B_E1VBC C TOP V 
GluariTOPz_X_B_E1VYJ J TOP V 
HaeparE1TOPc_X_B_E1W W E1T E 
HaeparE1TOPb_X_B_E1W W E1T E 
HaeparE1TOPa_X_B_E1W W E1T E 
HalmarTOPz_X_B_E1X62 2 TOP X 
StrclaTOPz_M_B_E2Q9N N TOP Q 
Erwsp.TOPa_X_B_E3DGK K TOP D 
Erwsp.TOPb_X_B_E3DGS S TOP D 
Erwsp.TOPc_X_B_E3DH5 5 TOP D 
HalpraTOPz_M_B_E3DRW W TOP D 
PaepolTOPa_X_B_E3E7P P TOP E 
PaepolTOPb_X_B_E3ECV V TOP E 
PaepolTOPc_X_B_E3EG2 2 TOP E 
KetvulTOPz_X_B_E3EZ6 6 TOP E 
StiaurTOPa_M_B_E3FI9 9 TOP F 
StiaurTOPb_M_B_E3FNB B TOP F 
EntligTOPa_X_B_E3G9R R TOP G 
EntligTOPb_X_B_E3GAM M TOP G 
EublimTOPc_X_B_E3GKJ J TOP G 
EublimTOPa_X_B_E3GMG G TOP G 
EublimTOPb_X_B_E3GNZ Z TOP G 
RotdenTOPz_M_B_E3H0I I TOP H 
IlypolTOPz_M_B_E3H62 2 TOP H 
AchxylTOPa_X_B_E3HJS S TOP H 
AchxylTOPb_X_B_E3HN1 1 TOP H 
RhovanTOPz_M_B_E3HZ2 2 TOP H 
KitsetTOPz_M_B_E4NDV V TOP N 
MaradhTOPa_X_B_E4PH1 1 TOP P 
MaradhTOPb_X_B_E4PL7 7 TOP P 
MycleaTOPz_X_B_E4PSN N TOP P 
MycbovE2TOPz_M_B_E4Q Q E2T E 
CaloweTOPz_T_B_E4Q5B B TOP Q 
CaloweRGz_T_B_E4Q6S8 8 RGz 6 
CalhydRGz_T_B_E4QBV2 2 RGz B 
CalhydTOPz_T_B_E4QCU U TOP Q 
HalhydE1TOPz_M_B_E4R R E1T E 
LeabysTOPb_M_B_E4RS5 5 TOP R 
LeabysTOPa_M_B_E4RTG G TOP R 
CalkriRGz_T_B_E4S677 7 RGz 6 
CalkriTOPz_T_B_E4S8P P TOP S 
CalkroTOPz_X_B_E4SE6 6 TOP S 
CalkroRGz_X_B_E4SF94 4 RGz F 
LacamyTOPz_M_B_E4SII I TOP S 
PalproTOPb_M_B_E4T3X X TOP T 
PalproTOPa_M_B_E4T77 7 TOP T 
CalnitTOPz_t_B_E4TIA A TOP T 
MartraTOPz_M_B_E4TNY Y TOP T 
SulkujTOPz_M_B_E4TXE E TOP T 
OceproTOPz_t_B_E4U57 7 TOP U 
RhoequTOPz_M_B_E4WCL L TOP W 
NeilacTOPz_X_B_E4Z9V V TOP Z 
BurrhiTOPz_X_B_E5AND D TOP A 
Psesp.E3TOPa_X_B_E6R R E3T E 
Psesp.E3TOPb_X_B_E6R R E3T E 
IntcalTOPz_M_B_E6S9C C TOP S 
ThemarE1TOPz_T_B_E6S S E1T E 
BachelTOPa_M_B_E6SQ4 4 TOP S 
BachelTOPb_M_B_E6ST5 5 TOP S 
BachelTOPc_M_B_E6ST7 7 TOP S 
BaccelTOPc_M_B_E6TSX X TOP T 
BaccelTOPa_M_B_E6TWA A TOP T 
BaccelTOPb_M_B_E6U0W W TOP U 
EthharTOPa_M_B_E6U7W W TOP U 
EthharTOPb_M_B_E6UA6 6 TOP U 
RumalbTOPb_M_B_E6UEF F TOP U 
RumalbTOPa_M_B_E6UGQ Q TOP U 
DesaesTOPz_M_B_E6VVS S TOP V 
DesindTOPz_X_B_E6W3Q Q TOP W 
Pansp.TOPa_M_B_E6WDT T TOP W 
Pansp.TOPb_M_B_E6WF8 8 TOP W 
PsesuwTOPz_X_B_E6WPB B TOP W 
NitsalTOPz_M_B_E6WYP P TOP W 
CelalgTOPb_M_B_E6X3R R TOP X 
CelalgTOPa_M_B_E6X5H H TOP X 
BarclaTOPz_X_B_E6YHY Y TOP Y 
HelfelTOPz_X_B_E7A9M M TOP A 
AnatheTOPz_X_B_E8N5B B TOP N 
MictesTOPz_X_B_E8N81 1 TOP N 
ThescoTOPz_t_B_E8PPQ Q TOP P 
IsopalTOPz_t_B_E8R4T T TOP R 
DesproTOPz_M_B_E8REX X TOP R 
TheammRGz_t_B_E8T1X8 8 RGz 1 
TheammTOPz_t_B_E8T4W W TOP T 
MescicTOPz_M_B_E8TC5 5 TOP T 
DeimarTOPa_M_B_E8U4S S TOP U 
DeimarTOPb_M_B_E8UB9 9 TOP U 
TayequTOPz_X_B_E8UFG G TOP U 
ThebroTOPz_t_B_E8UTF F TOP U 
TersaaTOPz_X_B_E8V6T T TOP V 
StrpraTOPz_X_B_E8WG3 3 TOP W 
GratunTOPb_X_B_E8WXU U TOP W 
GratunTOPa_X_B_E8X46 6 TOP X 
MychaeE2TOPz_X_B_E8Z Z E2T E 
AcimulTOPz_X_B_F0IX8 8 TOP I 
AcicalE1TOPz_M_B_F0K K E1T F 
Agrsp.TOPz_X_B_F0L2J J TOP L 
VibfurTOPa_X_B_F0LQM M TOP L 
VibfurTOPb_X_B_F0LSG G TOP L 
PsepheTOPz_X_B_F0M3B B TOP M 
WeevirTOPb_M_B_F0NY4 4 TOP N 
WeevirTOPa_M_B_F0NZL L TOP N 
AciaveTOPz_X_B_F0QA7 7 TOP Q 
BacsalTOPc_M_B_F0R2M M TOP R 
BacsalTOPb_M_B_F0R4F F TOP R 
BacsalTOPe_M_B_F0R4S S TOP R 
BacsalTOPd_M_B_F0R72 2 TOP R 
BacsalTOPa_M_B_F0R8X X TOP R 
CellytTOPa_X_B_F0RCB B TOP R 
CellytTOPb_X_B_F0RDM M TOP R 
DeiproTOPz_M_B_F0RMD D TOP R 
SphgloTOPb_X_B_F0RSY Y TOP R 
SphgloTOPa_X_B_F0RVE E TOP R 
DestheRGz_t_B_F0S2F6 6 RGz 2 
DestheTOPz_t_B_F0S42 2 TOP S 
PsesalTOPc_X_B_F0S6Q Q TOP S 
PsesalTOPa_X_B_F0S6U U TOP S 
PsesalTOPd_X_B_F0S95 5 TOP S 
PsesalTOPb_X_B_F0SA5 5 TOP S 
RubbraTOPz_X_B_F0SN1 1 TOP S 
SynglyTOPa_M_B_F0SUB B TOP S 
SynglyTOPb_M_B_F0T1H H TOP T 
MycsuiTOPz_M_B_F0V2L L TOP V 
SolsilTOPa_X_B_F2F54 4 TOP F 
SolsilTOPc_X_B_F2F62 2 TOP F 
SolsilTOPb_X_B_F2F8B B TOP F 
AeruriTOPz_M_B_F2I4X X TOP I 
FlutafTOPb_X_B_F2IBG G TOP I 
FlutafTOPa_X_B_F2IIW W TOP I 
PolgilTOPz_X_B_F2IVZ Z TOP I 
CellenTOPc_X_B_F2JL2 2 TOP J 
CellenTOPb_X_B_F2JP4 4 TOP J 
CellenTOPa_X_B_F2JS9 9 TOP J 
MarmedTOPb_X_B_F2JTI I TOP J 
MarmedTOPa_X_B_F2JWC C TOP J 
PsebraTOPc_X_B_F2K9H H TOP K 
PsebraTOPb_X_B_F2K9S S TOP K 
PsebraTOPa_X_B_F2KF1 1 TOP K 
PredenTOPa_M_B_F2KUM M TOP K 
PredenTOPc_M_B_F2KW2 2 TOP K 
PredenTOPd_M_B_F2KXN N TOP K 
PredenTOPb_M_B_F2KYV V TOP K 
BurglaTOPz_X_B_F2LGY Y TOP L 
HipmarTOPz_t_B_F2LVN N TOP L 
CorgloTOPz_M_B_F2N77 7 TOP N 
DesaceE1TOPz_X_B_F2N N E1T F 
MarhydTOPz_t_B_F2NLP P TOP N 
TresucTOPa_M_B_F2NT7 7 TOP N 
TresucTOPb_M_B_F2NVQ Q TOP N 
StroraTOPz_X_B_F2QD0 0 TOP Q 
StrvenTOPz_X_B_F2RAB B TOP R 
MelpluTOPb_X_B_F3YA0 0 TOP Y 
MelpluTOPa_X_B_F3YAP P TOP Y 
DesafrTOPz_X_B_F3YYE E TOP Y 
MahausTOPz_t_B_F4A1K K TOP A 
Glasp.TOPb_P_B_F4AP8 8 TOP A 
Glasp.TOPa_P_B_F4APM M TOP A 
Doksp.TOPz_X_B_F4AVY Y TOP A 
Carsp.TOPc_M_B_F4BN6 6 TOP B 
Carsp.TOPb_M_B_F4BPK K TOP B 
Carsp.TOPa_M_B_F4BRM M TOP B 
Sphsp.E1TOPb_X_B_F4C C E1T F 
Sphsp.E1TOPc_X_B_F4C C E1T F 
