nom_prot regne type milieu
HamdefTOPz_X_B B TOP X 
HelaciTOPz_M_B B TOP M 
HelbizTOPa_X_B B TOP X 
HelbizTOPb_X_B B TOP X 
HelcanTOPz_M_B B TOP M 
HelfelTOPz_X_B B TOP X 
HelhepTOPz_M_B B TOP M 
HelmodTOPa_T_B B TOP T 
HelmodTOPb_T_B B TOP T 
HelmusTOPz_M_B B TOP M 
HelpylTOPa_X_B B TOP X 
HelpylTOPb_X_B B TOP X 
HerarsTOPa_X_B B TOP X 
HerarsTOPb_X_B B TOP X 
HeraurTOPz_M_B B TOP M 
HerserTOPz_X_B B TOP X 
HipmarTOPz_T_B B TOP T 
HirbalTOPz_M_B B TOP M 
HissomTOPa_X_B B TOP X 
HissomTOPb_X_B B TOP X 
HissomTOPc_X_B B TOP X 
HomsapTOPa_X_E E TOP X 
HomsapTOPb_X_E E TOP X 
Hydsp.TOPz_X_B B TOP X 
HydtheRGz_T_B B RG T 
HydtheTOPz_T_B B TOP T 
HypbutRGa_T_A A RG T 
HypbutRGb_T_A A RG T 
HypbutTOPz_T_A A TOP T 
HypdenTOPz_X_B B TOP X 
HypnepTOPz_M_B B TOP M 
Hypsp.TOPz_X_B B TOP X 
IdiloiTOPz_M_B B TOP M 
IgnaggRGa_T_A A RG T 
IgnaggRGb_T_A A RG T 
IgnaggTOPz_T_A A TOP T 
IgnhosRGa_T_A A RG T 
IgnhosRGb_T_A A RG T 
IgnhosTOPz_T_A A TOP T 
IlypolTOPz_M_B B TOP M 
IntcalTOPz_M_B B TOP M 
IsopalTOPz_T_B B TOP T 
IsovarTOPz_X_B B TOP X 
Jan.E1TOPz_M_B B TOP M 
Jansp.TOPz_M_B B TOP M 
JondenTOPz_X_B B TOP X 
KankorTOPz_M_B B TOP M 
KetvulTOPz_X_B B TOP X 
KinradTOPz_M_B B TOP M 
KitsetTOPz_M_B B TOP M 
KleoxyTOPa_X_B B TOP X 
KleoxyTOPb_X_B B TOP X 
KlepneTOPa_X_B B TOP X 
KlepneTOPb_X_B B TOP X 
KlevarTOPa_X_B B TOP X 
KlevarTOPb_X_B B TOP X 
KocrhiTOPz_X_B B TOP X 
KompasXz_X_E E Xz_ X 
KorcryRGz_X_A A RG X 
KorcryTOPz_X_A A TOP X 
KorverTOPz_X_B B TOP X 
KosoleTOPz_M_B B TOP M 
KriflaTOPz_M_B B TOP M 
Krosp.TOPz_X_B B TOP X 
KyrtusTOPz_X_B B TOP X 
KytsedTOPz_M_B B TOP M 
LacaciTOPz_X_B B TOP X 
LacamyTOPz_M_B B TOP M 
LbreE1TOPz_X_B B TOP X 
LacbreTOPz_X_B B TOP X 
LacbucTOPz_M_B B TOP M 
LaccasTOPz_X_B B TOP X 
LaccriTOPz_X_B B TOP X 
LacdelTOPa_X_B B TOP X 
LacdelTOPb_X_B B TOP X 
LacferTOPz_X_B B TOP X 
LacgarTOPz_X_B B TOP X 
LacgasTOPz_X_B B TOP X 
LachelTOPz_X_B B TOP X 
LacjohTOPz_X_B B TOP X 
LackefTOPz_X_B B TOP X 
LaclacTOPz_X_B B TOP X 
LacplaTOPz_X_B B TOP X 
LacreuXz_X_B B Xz_ X 
LacrhaTOPz_X_B B TOP X 
LacrumTOPa_X_B B TOP X 
LacrumTOPb_X_B B TOP X 
LacsakTOPa_M_B B TOP M 
LacsakTOPb_M_B B TOP M 
LacsalTOPa_X_B B TOP X 
LacsalTOPb_X_B B TOP X 
LacsanTOPz_M_B B TOP M 
Lacsp.TOPa_X_B B TOP X 
Lacsp.TOPb_X_B B TOP X 
LarhonTOPz_M_B B TOP M 
LawintTOPz_M_B B TOP M 
LeabysTOPa_M_B B TOP M 
LeabysTOPb_M_B B TOP M 
LeglonTOPz_X_B B TOP X 
LegpneTOPz_X_B B TOP X 
LeibraTOPa_X_E E TOP X 
LeibraTOPb_X_E E TOP X 
LeibraTOPc_X_E E TOP X 
LeidonTOPa_X_E E TOP X 
LeidonTOPb_X_E E TOP X 
LeidonTOPc_X_E E TOP X 
LeiinfTOPa_X_E E TOP X 
LeiinfTOPb_X_E E TOP X 
LeiinfTOPc_X_E E TOP X 
LeimajTOPa_X_E E TOP X 
LeimajTOPb_X_E E TOP X 
LeimajTOPc_X_E E TOP X 
LeimexTOPa_X_E E TOP X 
LeimexTOPb_X_E E TOP X 
LeimexTOPc_X_E E TOP X 
LeixylTOPz_M_B B TOP M 
LepbifTOPz_M_B B TOP M 
LepborTOPz_M_B B TOP M 
LepbucTOPa_M_B B TOP M 
LepbucTOPb_M_B B TOP M 
LepchoTOPz_M_B B TOP M 
LepintTOPz_X_B B TOP X 
LeucitTOPa_M_B B TOP M 
LeucitTOPb_M_B B TOP M 
LeugasTOPa_X_B B TOP X 
LeugasTOPb_X_B B TOP X 
LeukimTOPa_M_B B TOP M 
LeukimTOPb_M_B B TOP M 
LeumesTOPz_M_B B TOP M 
Leusp.TOPa_X_B B TOP X 
Leusp.TOPb_X_B B TOP X 
LibasiTOPz_X_B B TOP X 
LibsolTOPz_X_B B TOP X 
LisivaTOPa_M_B B TOP M 
LisivaTOPb_M_B B TOP M 
LismonTOPa_X_B B TOP X 
LismonTOPb_X_B B TOP X 
LisseeTOPa_M_B B TOP M 
LisseeTOPb_M_B B TOP M 
LiswelTOPa_M_B B TOP M 
LiswelTOPb_M_B B TOP M 
LyssphTOPa_M_B B TOP M 
LyssphTOPb_M_B B TOP M 
MaccasTOPa_M_B B TOP M 
MaccasTOPb_M_B B TOP M 
MacmulTOPz_X_E E TOP X 
MagmagTOPz_M_B B TOP M 
Magsp.TOPa_X_B B TOP X 
Magsp.TOPb_X_B B TOP X 
MahausTOPz_T_B B TOP T 
MansucTOPa_M_B B TOP M 
MansucTOPb_M_B B TOP M 
MaradhTOPa_X_B B TOP X 
MaradhTOPb_X_B B TOP X 
MaraquTOPa_M_B B TOP M 
MaraquTOPb_M_B B TOP M 
MarhydTOPz_T_B B TOP T 
MarmarTOPz_M_B B TOP M 
MarmedTOPa_X_B B TOP X 
MarmedTOPb_X_B B TOP X 
MarpieTOPz_X_B B TOP X 
MarposTOPa_X_B B TOP X 
MarposTOPb_X_B B TOP X 
Mar.E1TOPa_X_B B TOP X 
Mar.E1TOPb_X_B B TOP X 
Marsp.TOPz_X_B B TOP X 
MartraTOPz_M_B B TOP M 
MeghypTOPz_M_B B TOP M 
MeirubTOPz_T_B B TOP T 
MeisilTOPz_T_B B TOP T 
MelpluTOPa_X_B B TOP X 
MelpluTOPb_X_B B TOP X 
MescicTOPz_X_B B TOP X 
MesfloTOPz_M_B B TOP M 
MesoppTOPz_M_B B TOP M 
Messp.TOPz_X_B B TOP X 
MetaceTOPa_M_A A TOP M 
MetaceTOPb_M_A A TOP M 
MetaeoTOPz_M_A A TOP M 
MetalcTOPz_X_B B TOP X 
MetbarTOPa_M_A A TOP M 
MetbarTOPb_M_A A TOP M 
MetbooTOPz_M_A A TOP M 
MetburTOPa_M_A A TOP M 
MetburTOPb_M_A A TOP M 
MetcapTOPz_T_B B TOP T 
MetconTOPz_X_A A TOP X 
MetcupRGa_X_A A RG X 
MetcupRGb_X_A A RG X 
MetcupTOPz_X_A A TOP X 
MeteveTOPa_T_A A TOP T 
MeteveTOPb_T_A A TOP T 
MetextTOPa_X_B B TOP X 
MetextTOPb_X_B B TOP X 
MetextTOPc_X_B B TOP X 
MferE1RGz_T_A A RG T 
MferE1TOPz_T_A A TOP T 
MetferRGz_T_A A RG T 
MetferTOPz_T_A A TOP T 
MetflaTOPz_M_B B TOP M 
MetharTOPz_X_A A TOP X 
MethunTOPz_M_A A TOP M 
MetignRGz_X_A A RG X 
MetignTOPz_X_A A TOP X 
MinfE1RGz_T_A A RG T 
MinfE1TOPz_T_A A TOP T 
MetinfTOPz_T_B B TOP T 
MetjanTOPa_T_A A TOP T 
MetjanTOPb_T_A A TOP T 
MetkanTOPz_T_A A TOP T 
MetlabTOPz_M_A A TOP M 
MetmahTOPa_M_A A TOP M 
MetmahTOPb_M_A A TOP M 
MmarE1TOPz_T_A A TOP T 
MmarE2TOPz_X_A A TOP X 
MetmarTOPz_M_A A TOP M 
MetmazTOPa_M_A A TOP M 
MetmazTOPb_M_A A TOP M 
MetmetTOPz_X_B B TOP X 
MetmobTOPz_M_B B TOP M 
MetnodTOPa_M_B B TOP M 
MetnodTOPb_M_B B TOP M 
MetokiRGz_T_A A RG T 
MetokiTOPz_T_A A TOP T 
MpalE1TOPa_X_A A TOP X 
MpalE1TOPb_X_A A TOP X 
MetpalTOPz_M_A A TOP M 
MpetE1TOPa_M_B B TOP M 
MpetE1TOPb_M_B B TOP M 
MetpetTOPz_M_A A TOP M 
MetpopTOPz_M_B B TOP M 
MetradTOPz_M_B B TOP M 
MetrumTOPz_M_A A TOP M 
MetsedRGa_T_A A RG T 
MetsedRGb_T_A A RG T 
MetsedTOPz_T_A A TOP T 
MetsilTOPz_M_B B TOP M 
MetsmiTOPz_X_A A TOP X 
Met.E1RGz_T_A A RG T 
Met.E1TOPz_T_A A TOP T 
Met.E2TOPz_X_A A TOP X 
Met.E3TOPz_X_B B TOP X 
Met.E4TOPz_X_B B TOP X 
Metsp.TOPa_M_B B TOP M 
Metsp.TOPb_M_B B TOP M 
MetstaTOPz_M_A A TOP M 
MtheE1TOPz_X_A A TOP X 
MettheTOPz_T_A A TOP T 
MetvanTOPz_M_A A TOP M 
MetvolTOPz_M_A A TOP M 
MetvulRGz_T_A A RG T 
MetvulTOPz_T_A A TOP T 
MetzhiTOPa_X_A A TOP X 
MetzhiTOPb_X_A A TOP X 
MaerE1TOPz_X_B B TOP X 
MicaerTOPz_M_B B TOP M 
MicaurTOPz_M_B B TOP M 
MiclutTOPz_X_B B TOP X 
MicphoTOPz_X_B B TOP X 
Micsp.TOPz_M_B B TOP M 
MictesTOPz_X_B B TOP X 
MidmitTOPz_X_B B TOP X 
MobcurTOPz_X_B B TOP X 
MootheTOPa_T_B B TOP T 
MootheTOPb_T_B B TOP T 
MorcatTOPz_X_B B TOP X 
MorendTOPz_X_B B TOP X 
MurrueTOPz_X_B B TOP X 
MusmusTOPa_X_E E TOP X 
MusmusTOPb_X_E E TOP X 
MycabsTOPz_X_B B TOP X 
MycafrTOPz_X_B B TOP X 
MycagaTOPz_M_B B TOP M 
MycartTOPz_M_B B TOP M 
MycaviTOPz_X_B B TOP X 
MbovE1TOPz_X_B B TOP X 
MycbovTOPz_X_B B TOP X 
MyccanTOPz_X_B B TOP X 
MyccapTOPz_X_B B TOP X 
MyccroTOPz_M_B B TOP M 
MycferTOPz_M_B B TOP M 
MycgalTOPz_X_B B TOP X 
MycgenTOPz_M_B B TOP M 
MycgilTOPz_M_B B TOP M 
MychaeTOPz_X_B B TOP X 
MychomTOPz_X_B B TOP X 
MhyoE1TOPz_X_B B TOP X 
MychyoTOPz_X_B B TOP X 
MycleaTOPz_X_B B TOP X 
MyclepTOPz_X_B B TOP X 
MycmarTOPz_M_B B TOP M 
MycmobTOPz_M_B B TOP M 
MycmycTOPz_X_B B TOP X 
MycparTOPz_X_B B TOP X 
MycpenTOPz_M_B B TOP M 
MycpneTOPz_X_B B TOP X 
MycpulTOPz_M_B B TOP M 
MycputTOPz_M_B B TOP M 
MycrhoTOPz_X_B B TOP X 
MycsmeTOPz_X_B B TOP X 
Mycsp.TOPz_X_B B TOP X 
MycsuiTOPz_M_B B TOP M 
MycsynTOPz_M_B B TOP M 
MtubE1TOPz_X_B B TOP X 
MyctubTOPz_X_B B TOP X 
MyculcTOPz_M_B B TOP M 
MycvanTOPz_M_B B TOP M 
MyxfulTOPz_M_B B TOP M 
MyxxanTOPa_M_B B TOP M 
MyxxanTOPb_M_B B TOP M 
NakmulTOPz_M_B B TOP M 
NanequRGz_T_A A RG T 
NanequTOPz_T_A A TOP T 
NatmagTOPz_M_A A TOP M 
NatphaTOPz_X_A A TOP X 
NattheTOPz_T_B B TOP T 
NauproRGz_M_B B RG M 
NauproTOPz_M_B B TOP M 
NeigonTOPz_X_B B TOP X 
NeilacTOPz_X_B B TOP X 
NeimenTOPz_X_B B TOP X 
NeorisTOPz_M_B B TOP M 
NeosenTOPz_X_B B TOP X 
NiakorTOPa_M_B B TOP M 
NiakorTOPb_M_B B TOP M 
NiteurTOPz_M_B B TOP M 
NiteutTOPa_X_B B TOP X 
NiteutTOPb_X_B B TOP X 
NithalTOPz_M_B B TOP M 
NithamTOPz_M_B B TOP M 
NitmulTOPz_M_B B TOP M 
NitoceTOPz_X_B B TOP X 
NitsalTOPz_M_B B TOP M 
Nit.E1RGz_T_B B RG T 
Nit.E1TOPz_T_B B TOP T 
Nitsp.TOPz_X_B B TOP X 
NitwatTOPz_X_B B TOP X 
NitwinTOPz_M_B B TOP M 
NoccyrTOPz_X_B B TOP X 
NocfarTOPz_M_B B TOP M 
Nocsp.TOPz_X_B B TOP X 
NosazoTOPz_X_B B TOP X 
NospunTOPa_X_B B TOP X 
NospunTOPb_X_B B TOP X 
Nossp.TOPa_M_B B TOP M 
Nossp.TOPb_M_B B TOP M 
NovaroTOPz_X_B B TOP X 
Novsp.TOPz_X_B B TOP X 
OceiheTOPa_M_B B TOP M 
OceiheTOPb_M_B B TOP M 
OceproTOPz_T_B B TOP T 
Ocesp.TOPa_X_B B TOP X 
Ocesp.TOPb_X_B B TOP X 
OchantTOPz_M_B B TOP M 
OdosplTOPa_X_B B TOP X 
OdosplTOPb_X_B B TOP X 
OenoenTOPa_X_B B TOP X 
OenoenTOPb_X_B B TOP X 
OlicarTOPz_X_B B TOP X 
OlsuliTOPz_M_B B TOP M 
OniyelTOPz_M_B B TOP M 
OpiterTOPa_M_B B TOP M 
OpiterTOPb_M_B B TOP M 
OritsuTOPz_X_B B TOP X 
OscvalTOPa_M_B B TOP M 
OscvalTOPb_M_B B TOP M 
OwehonTOPa_X_B B TOP X 
OwehonTOPb_X_B B TOP X 
PaemucTOPa_X_B B TOP X 
PaemucTOPb_X_B B TOP X 
PaemucTOPc_X_B B TOP X 
PaepolTOPa_X_B B TOP X 
PaepolTOPb_X_B B TOP X 
PaepolTOPc_X_B B TOP X 
Paesp.TOPa_X_B B TOP X 
Paesp.TOPb_X_B B TOP X 
Paesp.TOPc_X_B B TOP X 
PaeterTOPa_X_B B TOP X 
PaeterTOPb_X_B B TOP X 
PaeterTOPc_X_B B TOP X 
PalproTOPa_M_B B TOP M 
PalproTOPb_M_B B TOP M 
PananaTOPa_X_B B TOP X 
PananaTOPb_X_B B TOP X 
PananaTOPc_X_B B TOP X 
Pansp.TOPa_X_B B TOP X 
Pansp.TOPb_X_B B TOP X 
PanvagTOPa_X_B B TOP X 
PanvagTOPb_X_B B TOP X 
ParacaTOPz_X_B B TOP X 
ParberTOPz_M_B B TOP M 
PardenTOPz_M_B B TOP M 
PardisTOPa_M_B B TOP M 
PardisTOPb_M_B B TOP M 
ParlavTOPa_M_B B TOP M 
ParlavTOPb_M_B B TOP M 
PasmulTOPa_X_B B TOP X 
PasmulTOPb_X_B B TOP X 
PasmulTOPc_X_B B TOP X 
PeccarTOPa_X_B B TOP X 
PeccarTOPb_X_B B TOP X 
PecwasTOPa_M_B B TOP M 
PecwasTOPb_M_B B TOP M 
PecwasTOPc_M_B B TOP M 
PecwasTOPd_M_B B TOP M 
PedclaTOPa_M_B B TOP M 
PedclaTOPb_M_B B TOP M 
PedhepTOPa_M_B B TOP M 
PedhepTOPb_M_B B TOP M 
PedpenTOPz_M_B B TOP M 
PedsalTOPa_M_B B TOP M 
PedsalTOPb_M_B B TOP M 
PedsalTOPc_M_B B TOP M 
PedsalTOPd_M_B B TOP M 
PelcarTOPz_M_B B TOP M 
PelhalTOPz_X_B B TOP X 
PellutTOPz_X_B B TOP X 
PelphaTOPz_M_B B TOP M 
PelproTOPz_M_B B TOP M 
Pelsp.TOPz_X_B B TOP X 
PeltheTOPz_T_B B TOP T 
PelubiTOPz_X_B B TOP X 
PermarRGz_T_B B RG T 
PermarTOPz_T_B B TOP T 
PetmobTOPz_T_B B TOP T 
PhezucTOPz_M_B B TOP M 
PhoasyTOPa_X_B B TOP X 
PhoasyTOPb_X_B B TOP X 
PholumTOPa_M_B B TOP M 
PholumTOPb_M_B B TOP M 
PhoproTOPa_P_B B TOP P 
PhoproTOPb_P_B B TOP P 
PhyausTOPz_X_B B TOP X 
PhymalTOPz_X_B B TOP X 
PictorTOPz_T_A A TOP T 
PirstaTOPz_M_B B TOP M 
PlabraTOPz_X_B B TOP X 
PlafalTOPz_X_E E TOP X 
PlalimTOPz_M_B B TOP M 
PolgilTOPz_X_B B TOP X 
PolnapTOPz_M_B B TOP M 
PolnecTOPz_M_B B TOP M 
Polsp.TOPz_M_B B TOP M 
PorasaTOPa_X_B B TOP X 
PorasaTOPb_X_B B TOP X 
PorginTOPa_X_B B TOP X 
PorginTOPb_X_B B TOP X 
PorginTOPc_X_B B TOP X 
PorginTOPd_X_B B TOP X 
PredenTOPa_X_B B TOP X 
PredenTOPb_X_B B TOP X 
PredenTOPc_X_B B TOP X 
PredenTOPd_X_B B TOP X 
PremelTOPa_X_B B TOP X 
PremelTOPb_X_B B TOP X 
PremelTOPc_X_B B TOP X 
PrerumTOPa_X_B B TOP X 
PrerumTOPb_X_B B TOP X 
ProacnTOPz_X_B B TOP X 
ProaesTOPz_M_B B TOP M 
ProamoTOPz_X_B B TOP X 
ProfreTOPz_M_B B TOP M 
PromarTOPz_X_B B TOP X 
PromirTOPa_M_B B TOP M 
PromirTOPb_M_B B TOP M 
PromirTOPc_M_B B TOP M 
ProvibTOPz_X_B B TOP X 
PseaerTOPa_X_B B TOP X 
PseaerTOPb_X_B B TOP X 
PseatlTOPa_M_B B TOP M 
PseatlTOPb_M_B B TOP M 
PsebraTOPa_X_B B TOP X 
PsebraTOPb_X_B B TOP X 
PsebraTOPc_X_B B TOP X 
PsedioTOPz_M_B B TOP M 
PseentTOPa_X_B B TOP X 
PseentTOPb_X_B B TOP X 
PsefluTOPa_X_B B TOP X 
PsefluTOPb_X_B B TOP X 
PsefluTOPc_X_B B TOP X 
PsefulTOPa_X_B B TOP X 
PsefulTOPb_X_B B TOP X 
PsehalTOPa_M_B B TOP M 
PsehalTOPb_M_B B TOP M 
PsemenTOPz_X_B B TOP X 
PseputTOPa_X_B B TOP X 
PseputTOPb_X_B B TOP X 
PseputTOPc_X_B B TOP X 
Pse.E1TOPz_M_B B TOP M 
Pse.E2TOPz_X_B B TOP X 
Psesp.TOPa_X_B B TOP X 
Psesp.TOPb_X_B B TOP X 
PsespaTOPa_X_B B TOP X 
PsespaTOPb_X_B B TOP X 
PsestuTOPa_X_B B TOP X 
PsestuTOPb_X_B B TOP X 
PsesuwTOPz_X_B B TOP X 
PsesyrTOPa_X_B B TOP X 
PsesyrTOPb_X_B B TOP X 
PsesyrTOPc_X_B B TOP X 
PsyarcTOPz_P_B B TOP P 
PsycryTOPz_P_B B TOP P 
PsyingTOPa_P_B B TOP P 
PsyingTOPb_P_B B TOP P 
Psysp.TOPz_X_B B TOP X 
PunmarTOPz_X_B B TOP X 
Pussp.TOPz_X_B B TOP X 
PyrabyTOPa_T_A A TOP T 
PyrabyTOPb_T_A A TOP T 
PyraerTOPa_T_A A TOP T 
PyraerTOPb_T_A A TOP T 
PyrarsRGz_T_A A RG T 
PyrarsTOPz_T_A A TOP T 
PyrcalRGz_T_A A RG T 
PyrcalTOPz_T_A A TOP T 
PyrfumRGa_T_A A RG T 
PyrfumRGb_T_A A RG T 
PyrfumTOPz_T_A A TOP T 
PyrfurTOPa_T_A A TOP T 
PyrfurTOPb_T_A A TOP T 
PyrhorTOPa_T_A A TOP T 
PyrhorTOPb_T_A A TOP T 
PyrislRGz_T_A A RG T 
PyrislTOPz_T_A A TOP T 
PyrneuRGz_X_A A RG X 
PyrneuTOPz_X_A A TOP X 
Pyr.E1RGz_X_A A RG X 
Pyr.E1TOPz_X_A A TOP X 
Pyrsp.RGz_X_A A RG X 
Pyrsp.TOPz_X_A A TOP X 
PyryayRGz_X_A A RG X 
PyryayTOPz_X_A A TOP X 
RahaquTOPa_X_B B TOP X 
RahaquTOPb_X_B B TOP X 
Rahsp.TOPa_X_B B TOP X 
Rahsp.TOPb_X_B B TOP X 
RalmetTOPa_X_B B TOP X 
RalmetTOPb_X_B B TOP X 
RalpicTOPz_M_B B TOP M 
RalsolTOPz_X_B B TOP X 
RamtatTOPz_M_B B TOP M 
RatnorTOPz_X_E E TOP X 
RensalTOPz_M_B B TOP M 
RhietlTOPz_X_B B TOP X 
RhifreTOPz_X_B B TOP X 
RhilegTOPz_X_B B TOP X 
RhilotTOPz_X_B B TOP X 
RhimelTOPz_X_B B TOP X 
Rhisp.TOPz_X_B B TOP X 
RhobalTOPz_X_B B TOP X 
RhocapTOPz_M_B B TOP M 
RhocenTOPz_M_B B TOP M 
RhoequTOPz_M_B B TOP M 
RhoeryTOPz_M_B B TOP M 
RhoferTOPz_M_B B TOP M 
RhomarTOPz_X_B B TOP X 
RhoopaTOPz_X_B B TOP X 
RhopalTOPz_M_B B TOP M 
RhorubTOPz_X_B B TOP X 
Rhosp.TOPz_X_B B TOP X 
RhosphTOPz_X_B B TOP X 
RhovanTOPz_M_B B TOP M 
RicafrTOPz_M_B B TOP M 
RicakaTOPz_M_B B TOP M 
RicbelTOPz_X_B B TOP X 
RiccanTOPz_M_B B TOP M 
RicconTOPz_M_B B TOP M 
RicendTOPz_X_B B TOP X 
RicfelTOPz_X_B B TOP X 
RicheiTOPz_X_B B TOP X 
RicjapTOPz_M_B B TOP M 
RicmasTOPz_M_B B TOP M 
RicpeaTOPz_M_B B TOP M 
RicproTOPz_M_B B TOP M 
RicricTOPz_M_B B TOP M 
RicsloTOPz_M_B B TOP M 
RictypTOPz_X_B B TOP X 
RieanaTOPz_X_B B TOP X 
RobbifTOPz_M_B B TOP M 
RoscasTOPz_T_B B TOP T 
RosdenTOPz_M_B B TOP M 
RoshomTOPa_X_B B TOP X 
RoshomTOPb_X_B B TOP X 
RoshomTOPc_X_B B TOP X 
RoshomTOPd_X_B B TOP X 
RosintTOPz_M_B B TOP M 
RoslitTOPz_X_B B TOP X 
Rossp.TOPz_T_B B TOP T 
RotdenTOPz_M_B B TOP M 
RotmucTOPz_X_B B TOP X 
RubxylTOPa_T_B B TOP T 
RubxylTOPb_T_B B TOP T 
RuepomTOPz_X_B B TOP X 
Ruesp.TOPz_X_B B TOP X 
RumalbTOPa_M_B B TOP M 
RumalbTOPb_M_B B TOP M 
RumbroTOPa_M_B B TOP M 
RumbroTOPb_M_B B TOP M 
RumbroTOPc_M_B B TOP M 
RumchaTOPa_X_B B TOP X 
RumchaTOPb_X_B B TOP X 
RumobeTOPa_M_B B TOP M 
RumobeTOPb_M_B B TOP M 
RumobeTOPc_M_B B TOP M 
RumobeTOPd_M_B B TOP M 
RumobeTOPe_M_B B TOP M 
RumobeTOPf_M_B B TOP M 
RumobeTOPg_M_B B TOP M 
Rumsp.TOPz_M_B B TOP M 
RumtorTOPa_M_B B TOP M 
RumtorTOPb_M_B B TOP M 
RumtorTOPc_M_B B TOP M 
RunsliTOPz_M_B B TOP M 
RutmagTOPz_X_B B TOP X 
SaccerTOPz_X_E E TOP X 
SacdegTOPa_M_B B TOP M 
SacdegTOPb_M_B B TOP M 
SaceryTOPz_M_B B TOP M 
SacvirTOPz_T_B B TOP T 
SalagoTOPa_X_B B TOP X 
SalagoTOPb_X_B B TOP X 
SalareTOPz_M_B B TOP M 
SalbonTOPa_M_B B TOP M 
SalbonTOPb_M_B B TOP M 
SalchoTOPa_X_B B TOP X 
SalchoTOPb_X_B B TOP X 
SaldubTOPa_X_B B TOP X 
SaldubTOPb_X_B B TOP X 
SentE1TOPa_X_B B TOP X 
SentE1TOPb_X_B B TOP X 
SalentTOPa_X_B B TOP X 
SalentTOPb_X_B B TOP X 
SalentTOPc_X_B B TOP X 
SalgalTOPa_X_B B TOP X 
SalgalTOPb_X_B B TOP X 
SalheiTOPa_X_B B TOP X 
SalheiTOPb_X_B B TOP X 
SalnewTOPa_X_B B TOP X 
SalnewTOPb_X_B B TOP X 
SalparTOPa_X_B B TOP X 
SalparTOPb_X_B B TOP X 
SalpulTOPa_X_B B TOP X 
SalpulTOPb_X_B B TOP X 
SalrubTOPz_M_B B TOP M 
SalschTOPa_X_B B TOP X 
SalschTOPb_X_B B TOP X 
SaltroTOPz_M_B B TOP M 
StypE1TOPa_X_B B TOP X 
StypE1TOPb_X_B B TOP X 
SaltypTOPa_M_B B TOP M 
SaltypTOPb_M_B B TOP M 
SankedTOPz_M_B B TOP M 
SebterTOPz_M_B B TOP M 
SegrotTOPz_M_B B TOP M 
SelspuTOPa_X_B B TOP X 
SelspuTOPb_X_B B TOP X 
SerplyTOPa_X_B B TOP X 
SerplyTOPb_X_B B TOP X 
SerplyTOPc_X_B B TOP X 
SerproTOPa_M_B B TOP M 
SerproTOPb_M_B B TOP M 
SerproTOPc_M_B B TOP M 
SerproTOPd_M_B B TOP M 
Sersp.TOPa_X_B B TOP X 
Sersp.TOPb_X_B B TOP X 
Sersp.TOPc_X_B B TOP X 
SheamaTOPa_M_B B TOP M 
SheamaTOPb_M_B B TOP M 
ShebalTOPa_X_B B TOP X 
ShebalTOPb_X_B B TOP X 
ShedenTOPa_M_B B TOP M 
ShedenTOPb_M_B B TOP M 
ShefriTOPa_M_B B TOP M 
ShefriTOPb_M_B B TOP M 
ShehalTOPa_P_B B TOP P 
ShehalTOPb_P_B B TOP P 
SheloiTOPa_M_B B TOP M 
SheloiTOPb_M_B B TOP M 
SheoneTOPa_M_B B TOP M 
SheoneTOPb_M_B B TOP M 
ShepeaTOPa_M_B B TOP M 
ShepeaTOPb_M_B B TOP M 
ShepieTOPa_M_B B TOP M 
ShepieTOPb_M_B B TOP M 
SheputTOPa_M_B B TOP M 
SheputTOPb_M_B B TOP M 
ShesedTOPa_P_B B TOP P 
ShesedTOPb_P_B B TOP P 
Shesp.TOPa_X_B B TOP X 
Shesp.TOPb_X_B B TOP X 
ShevioTOPa_P_B B TOP P 
ShevioTOPb_P_B B TOP P 
ShewooTOPa_M_B B TOP M 
ShewooTOPb_M_B B TOP M 
ShiboyTOPa_X_B B TOP X 
ShiboyTOPb_X_B B TOP X 
ShidysTOPa_X_B B TOP X 
ShidysTOPb_X_B B TOP X 
SfleE1TOPa_X_B B TOP X 
SfleE1TOPb_X_B B TOP X 
SfleE1TOPc_X_B B TOP X 
ShifleTOPa_X_B B TOP X 
ShifleTOPb_X_B B TOP X 
ShisonTOPa_X_B B TOP X 
ShisonTOPb_X_B B TOP X 
SidlitTOPz_M_B B TOP M 
SimnegTOPz_X_B B TOP X 
SinmedTOPz_X_B B TOP X 
SinmelTOPz_M_B B TOP M 
SlahelTOPz_M_B B TOP M 
SodgloTOPa_M_B B TOP M 
SodgloTOPb_M_B B TOP M 
SolsilTOPa_X_B B TOP X 
SolsilTOPb_X_B B TOP X 
SolsilTOPc_X_B B TOP X 
SolusiTOPa_X_B B TOP X 
SolusiTOPb_X_B B TOP X 
SorcelTOPa_M_B B TOP M 
SorcelTOPb_M_B B TOP M 
SphalaTOPz_X_B B TOP X 
SphchlTOPz_X_B B TOP X 
SphgloTOPa_X_B B TOP X 
SphgloTOPb_X_B B TOP X 
SphjapTOPz_M_B B TOP M 
SphpleTOPa_X_B B TOP X 
SphpleTOPb_X_B B TOP X 
Sph.E1TOPa_X_B B TOP X 
Sph.E1TOPb_X_B B TOP X 
Sph.E1TOPc_X_B B TOP X 
Sphsp.TOPz_X_B B TOP X 
SphtheTOPz_X_B B TOP X 
SphwitTOPz_X_B B TOP X 
SpicocTOPa_M_B B TOP M 
SpicocTOPb_M_B B TOP M 
SpilinTOPz_M_B B TOP M 
SpismaTOPz_M_B B TOP M 
