prot_1 prot_2 force
PorginTOPc_M_B BacantTOPc_M_B 21 
PorginTOPc_M_B BaccerTOPb_M_B 21 
PorginTOPc_M_B BaccerTOPc_M_B 21 
PorginTOPc_M_B BacfraTOPb_M_B 21 
PorginTOPc_M_B BacfraTOPc_M_B 21 
PorginTOPc_M_B BacsubTOPa_M_B 21 
PorginTOPc_M_B CloperTOPc_M_B 21 
PorginTOPc_M_B CupnecTOPz_X_B 21 
PorginTOPc_M_B DespsyTOPz_P_B 21 
PorginTOPc_M_B DyaferTOPa_M_B 21 
PorginTOPc_M_B FibsucTOPa_M_B 21 
PorginTOPc_M_B FibsucTOPb_M_B 21 
PorginTOPc_M_B FusnucTOPb_M_B 21 
PorginTOPc_M_B GeotheTOPb_T_B 21 
PorginTOPc_M_B GeotheTOPc_T_B 21 
PorginTOPc_M_B LismonTOPa_M_B 21 
PorginTOPc_M_B Magsp.TOPa_X_B 21 
PorginTOPc_M_B MetcupTOPz_X_A 21 
PorginTOPc_M_B MetinfTOPz_T_B 21 
PorginTOPc_M_B MetkanTOPz_T_A 21 
PorginTOPc_M_B MetsedTOPz_T_A 21 
PorginTOPc_M_B NiteutTOPa_X_B 21 
PorginTOPc_M_B NiteutTOPb_X_B 21 
PorginTOPc_M_B OpiterTOPa_M_B 21 
PorginTOPc_M_B OpiterTOPb_M_B 21 
PorginTOPc_M_B PedhepTOPa_M_B 21 
PorginTOPc_M_B PorginTOPb_M_B 21 
PromarTOPz_M_B AcamarTOPb_M_B 21 
PromarTOPz_M_B AcicelTOPz_T_B 20 
PromarTOPz_M_B AciferTOPz_T_B 20 
PromarTOPz_M_B ArtplaTOPz_M_B 21 
PromarTOPz_M_B CordipTOPz_M_B 20 
PromarTOPz_M_B Cyasp.TOPa_M_B 21 
PromarTOPz_M_B DeigeoTOPz_M_B 20 
PromarTOPz_M_B DeiradTOPz_M_B 20 
PromarTOPz_M_B KinradTOPz_M_B 20 
PromarTOPz_M_B MicaerTOPz_M_B 21 
PromarTOPz_M_B MyctubTOPz_M_B 20 
PromarTOPz_M_B Nossp.TOPa_M_B 21 
PromarTOPz_M_B PirstaTOPz_M_B 20 
PseaerTOPz_M_B AersalTOPa_M_B 21 
PseaerTOPz_M_B AlcborTOPz_M_B 21 
PseaerTOPz_M_B EsccolTOPa_M_B 21 
PseaerTOPz_M_B HaeinfTOPa_M_B 21 
PsefluTOPa_M_B AersalTOPa_M_B 21 
PsefluTOPa_M_B AlcborTOPz_M_B 21 
PsefluTOPa_M_B EsccolTOPa_M_B 21 
PsefluTOPa_M_B HaeinfTOPa_M_B 21 
PsefluTOPa_M_B PseaerTOPz_M_B 21 
PsefluTOPb_M_B AcamarTOPa_M_B 17 
PsefluTOPb_M_B AcibooRGz_T_A 16 
PsefluTOPb_M_B AcihosRGa_X_A 16 
PsefluTOPb_M_B AcihosRGb_X_A 16 
PsefluTOPb_M_B AcisacRGz_T_A 16 
PsefluTOPb_M_B AerperRGa_T_A 16 
PsefluTOPb_M_B AerperRGb_T_A 16 
PsefluTOPb_M_B AquaeoRGa_T_B 16 
PsefluTOPb_M_B AquaeoRGb_T_B 16 
PsefluTOPb_M_B ArcfulRGz_T_A 16 
PsefluTOPb_M_B ArcproRGz_T_A 16 
PsefluTOPb_M_B ArcvenRGz_T_A 16 
PsefluTOPb_M_B CalmaqRGz_T_A 16 
PsefluTOPb_M_B CalsacRGz_T_B 16 
PsefluTOPb_M_B CammedRGz_T_B 16 
PsefluTOPb_M_B Cyasp.TOPb_M_B 16 
PsefluTOPb_M_B DeskamRGa_T_A 16 
PsefluTOPb_M_B DeskamRGb_T_A 16 
PsefluTOPb_M_B DesmucRGa_T_A 16 
PsefluTOPb_M_B DesmucRGb_T_A 16 
PsefluTOPb_M_B DictheRGz_T_B 16 
PsefluTOPb_M_B FerplaRGz_M_A 16 
PsefluTOPb_M_B HelpylTOPa_M_B 16 
PsefluTOPb_M_B HypbutRGa_T_A 16 
PsefluTOPb_M_B HypbutRGb_T_A 16 
PsefluTOPb_M_B IgnaggRGa_T_A 16 
PsefluTOPb_M_B IgnaggRGb_T_A 16 
PsefluTOPb_M_B IgnhosRGa_T_A 16 
PsefluTOPb_M_B IgnhosRGb_T_A 16 
PsefluTOPb_M_B MesfloTOPz_M_B 16 
PsefluTOPb_M_B MetcupRGa_X_A 16 
PsefluTOPb_M_B MetcupRGb_X_A 16 
PsefluTOPb_M_B MetfeiRGz_T_A 16 
PsefluTOPb_M_B MetsedRGa_T_A 16 
PsefluTOPb_M_B MetsedRGb_T_A 16 
PsefluTOPb_M_B MycpneTOPz_M_B 20 
PsefluTOPb_M_B NauproRGz_M_B 16 
PsefluTOPb_M_B NeqRGz_T_A_NN 16 
PsefluTOPb_M_B Nitsp.RGz_T_B 16 
PsefluTOPb_M_B Nossp.TOPb_M_B 17 
PsyarcTOPz_P_B AcicapTOPz_M_B 21 
PsyarcTOPz_P_B AciferTOPa_M_B 20 
PsyarcTOPz_P_B AmicolTOPz_M_B 21 
PsyarcTOPz_P_B AnathmTOPz_X_B 20 
PsyarcTOPz_P_B AquaeoTOPz_T_B 21 
PsyarcTOPz_P_B BacfraTOPa_M_B 21 
PsyarcTOPz_P_B BarbacTOPz_M_B 20 
PsyarcTOPz_P_B BaucicTOPz_X_B 16 
PsyarcTOPz_P_B BruaboTOPz_M_B 20 
PsyarcTOPz_P_B CalsacTOPz_T_B 20 
PsyarcTOPz_P_B CamjejTOPz_M_B 21 
PsyarcTOPz_P_B CammedTOPz_T_B 21 
PsyarcTOPz_P_B ChlaurTOPz_T_B 20 
PsyarcTOPz_P_B ChllimTOPz_M_B 21 
PsyarcTOPz_P_B ChlpneTOPz_X_B 21 
PsyarcTOPz_P_B ChrvioTOPz_M_B 20 
PsyarcTOPz_P_B CoxburTOPz_M_B 20 
PsyarcTOPz_P_B DehlykTOPz_M_B 20 
PsyarcTOPz_P_B Dehsp.TOPz_M_B 20 
PsyarcTOPz_P_B DenaceTOPz_M_B 21 
PsyarcTOPz_P_B DesindTOPz_X_B 20 
PsyarcTOPz_P_B DesvulTOPz_M_B 21 
PsyarcTOPz_P_B DicnodTOPz_M_B 20 
PsyarcTOPz_P_B DictheTOPz_T_B 20 
PsyarcTOPz_P_B DyaferTOPb_M_B 21 
PsyarcTOPz_P_B EluminTOPz_M_B 21 
PsyarcTOPz_P_B EryrhuTOPz_M_B 21 
PsyarcTOPz_P_B FratulTOPz_M_B 20 
PsyarcTOPz_P_B FusnucTOPa_M_B 21 
PsyarcTOPz_P_B GemaurTOPz_M_B 21 
PsyarcTOPz_P_B GeosulTOPz_M_B 20 
PsyarcTOPz_P_B GlovioTOPa_M_B 21 
PsyarcTOPz_P_B GlovioTOPb_M_B 18 
PsyarcTOPz_P_B GraforTOPz_M_B 21 
PsyarcTOPz_P_B HaloreTOPz_T_B 20 
PsyarcTOPz_P_B HelpylTOPb_M_B 21 
PsyarcTOPz_P_B HeraurTOPz_M_B 20 
PsyarcTOPz_P_B LegpneTOPz_M_B 20 
PsyarcTOPz_P_B LepborTOPz_M_B 16 
PsyarcTOPz_P_B MagmagTOPz_M_B 20 
PsyarcTOPz_P_B Magsp.TOPb_X_B 20 
PsyarcTOPz_P_B MetcapTOPz_T_B 20 
PsyarcTOPz_P_B Metsp.TOPz_X_B 20 
PsyarcTOPz_P_B NauproTOPz_M_B 21 
PsyarcTOPz_P_B NeigonTOPz_M_B 20 
PsyarcTOPz_P_B NeimenTOPz_M_B 20 
PsyarcTOPz_P_B Nitsp.TOPz_T_B 21 
PsyarcTOPz_P_B NitwatTOPz_X_B 20 
PsyarcTOPz_P_B ParberTOPz_M_B 20 
PsyarcTOPz_P_B PedhepTOPb_M_B 21 
PsyarcTOPz_P_B PhezucTOPz_M_B 20 
PsyarcTOPz_P_B PolgilTOPz_X_B 20 
PsyarcTOPz_P_B PorginTOPa_M_B 21 
Pybsp.TOPz_X_A CalmaqTOPz_T_A 21 
PyraerRGz_T_A Pybsp.RGz_X_A 21 
PyraerTOPz_T_A CalmaqTOPz_T_A 21 
PyraerTOPz_T_A Pybsp.TOPz_X_A 21 
PyrarsRGz_T_A Pybsp.RGz_X_A 21 
PyrarsRGz_T_A PyraerRGz_T_A 21 
PyrarsTOPz_T_A CalmaqTOPz_T_A 21 
PyrarsTOPz_T_A Pybsp.TOPz_X_A 21 
PyrarsTOPz_T_A PyraerTOPz_T_A 21 
PyrcalRGz_T_A Pybsp.RGz_X_A 21 
PyrcalRGz_T_A PyraerRGz_T_A 21 
PyrcalRGz_T_A PyrarsRGz_T_A 21 
PyrcalTOPz_T_A CalmaqTOPz_T_A 21 
PyrcalTOPz_T_A Pybsp.TOPz_X_A 21 
PyrcalTOPz_T_A PyraerTOPz_T_A 21 
PyrcalTOPz_T_A PyrarsTOPz_T_A 21 
PyrfumRGa_T_A AcamarTOPa_M_B 20 
PyrfumRGa_T_A AcibooRGz_T_A 21 
PyrfumRGa_T_A AcihosRGa_X_A 21 
PyrfumRGa_T_A AcihosRGb_X_A 21 
PyrfumRGa_T_A AcisacRGz_T_A 21 
PyrfumRGa_T_A AerperRGa_T_A 21 
PyrfumRGa_T_A AerperRGb_T_A 21 
PyrfumRGa_T_A AquaeoRGa_T_B 21 
PyrfumRGa_T_A AquaeoRGb_T_B 21 
PyrfumRGa_T_A ArcfulRGz_T_A 21 
PyrfumRGa_T_A ArcproRGz_T_A 21 
PyrfumRGa_T_A ArcvenRGz_T_A 21 
PyrfumRGa_T_A CalmaqRGz_T_A 21 
PyrfumRGa_T_A CalsacRGz_T_B 21 
PyrfumRGa_T_A CammedRGz_T_B 21 
PyrfumRGa_T_A Cyasp.TOPb_M_B 21 
PyrfumRGa_T_A DeskamRGa_T_A 21 
PyrfumRGa_T_A DeskamRGb_T_A 21 
PyrfumRGa_T_A DesmucRGa_T_A 21 
PyrfumRGa_T_A DesmucRGb_T_A 21 
PyrfumRGa_T_A DictheRGz_T_B 21 
PyrfumRGa_T_A FerplaRGz_M_A 21 
PyrfumRGa_T_A HelpylTOPa_M_B 21 
PyrfumRGa_T_A HypbutRGa_T_A 21 
PyrfumRGa_T_A HypbutRGb_T_A 21 
PyrfumRGa_T_A IgnaggRGa_T_A 21 
PyrfumRGa_T_A IgnaggRGb_T_A 21 
PyrfumRGa_T_A IgnhosRGa_T_A 21 
PyrfumRGa_T_A IgnhosRGb_T_A 21 
PyrfumRGa_T_A MetcupRGa_X_A 21 
PyrfumRGa_T_A MetcupRGb_X_A 21 
PyrfumRGa_T_A MetfeiRGz_T_A 21 
PyrfumRGa_T_A MetsedRGa_T_A 21 
PyrfumRGa_T_A MetsedRGb_T_A 21 
PyrfumRGa_T_A MycpneTOPz_M_B 17 
PyrfumRGa_T_A NauproRGz_M_B 21 
PyrfumRGa_T_A NeqRGz_T_A_NN 21 
PyrfumRGa_T_A Nitsp.RGz_T_B 21 
PyrfumRGa_T_A Nossp.TOPb_M_B 20 
PyrfumRGa_T_A PsefluTOPb_M_B 16 
PyrfumRGb_T_A AcamarTOPa_M_B 20 
PyrfumRGb_T_A AcibooRGz_T_A 21 
PyrfumRGb_T_A AcihosRGa_X_A 21 
PyrfumRGb_T_A AcihosRGb_X_A 21 
PyrfumRGb_T_A AcisacRGz_T_A 21 
PyrfumRGb_T_A AerperRGa_T_A 21 
PyrfumRGb_T_A AerperRGb_T_A 21 
PyrfumRGb_T_A AquaeoRGa_T_B 21 
PyrfumRGb_T_A AquaeoRGb_T_B 21 
PyrfumRGb_T_A ArcfulRGz_T_A 21 
PyrfumRGb_T_A ArcproRGz_T_A 21 
PyrfumRGb_T_A ArcvenRGz_T_A 21 
PyrfumRGb_T_A CalmaqRGz_T_A 21 
PyrfumRGb_T_A CalsacRGz_T_B 21 
PyrfumRGb_T_A CammedRGz_T_B 21 
PyrfumRGb_T_A Cyasp.TOPb_M_B 21 
PyrfumRGb_T_A DeskamRGa_T_A 21 
PyrfumRGb_T_A DeskamRGb_T_A 21 
PyrfumRGb_T_A DesmucRGa_T_A 21 
PyrfumRGb_T_A DesmucRGb_T_A 21 
PyrfumRGb_T_A DictheRGz_T_B 21 
PyrfumRGb_T_A FerplaRGz_M_A 21 
PyrfumRGb_T_A HelpylTOPa_M_B 21 
PyrfumRGb_T_A HypbutRGa_T_A 21 
PyrfumRGb_T_A HypbutRGb_T_A 21 
PyrfumRGb_T_A IgnaggRGa_T_A 21 
PyrfumRGb_T_A IgnaggRGb_T_A 21 
PyrfumRGb_T_A IgnhosRGa_T_A 21 
PyrfumRGb_T_A IgnhosRGb_T_A 21 
PyrfumRGb_T_A MetcupRGa_X_A 21 
PyrfumRGb_T_A MetcupRGb_X_A 21 
PyrfumRGb_T_A MetfeiRGz_T_A 21 
PyrfumRGb_T_A MetsedRGa_T_A 21 
PyrfumRGb_T_A MetsedRGb_T_A 21 
PyrfumRGb_T_A MycpneTOPz_M_B 17 
PyrfumRGb_T_A NauproRGz_M_B 21 
PyrfumRGb_T_A NeqRGz_T_A_NN 21 
PyrfumRGb_T_A Nitsp.RGz_T_B 21 
PyrfumRGb_T_A Nossp.TOPb_M_B 20 
PyrfumRGb_T_A PsefluTOPb_M_B 16 
PyrfumRGb_T_A PyrfumRGa_T_A 21 
PyrfumTOPz_T_A AcihosTOPz_X_A 21 
PyrfumTOPz_T_A AcisacTOPz_T_A 21 
PyrfumTOPz_T_A AerperTOPz_T_A 21 
PyrfumTOPz_T_A DeskamTOPz_T_A 21 
PyrfumTOPz_T_A DesmucTOPz_T_A 21 
PyrfumTOPz_T_A HypbutTOPz_T_A 21 
PyrfumTOPz_T_A IgnaggTOPz_T_A 21 
PyrfumTOPz_T_A IgnhosTOPz_T_A 21 
PyrfumTOPz_T_A MetfeiTOPz_T_A 19 
PyrfumTOPz_T_A MetmarTOPz_T_A 19 
PyrfumTOPz_T_A MetrumTOPz_M_A 19 
PyrfumTOPz_T_A MetsmiTOPz_M_A 19 
PyrfumTOPz_T_A Metsp.TOPz_M_A 19 
PyrfumTOPz_T_A MetstaTOPz_M_A 19 
PyrfumTOPz_T_A MettheTOPz_X_A 19 
PyrfumTOPz_T_A NeqT1z_T_A_NN 19 
PyrfurRGz_T_A PyrabyRGz_T_A 21 
PyrfurTOPz_T_A PyrabyTOPz_T_A 21 
PyrhorRGz_T_A PyrabyRGz_T_A 21 
PyrhorRGz_T_A PyrfurRGz_T_A 21 
PyrhorTOPz_T_A PyrabyTOPz_T_A 21 
PyrhorTOPz_T_A PyrfurTOPz_T_A 21 
PyrislRGz_T_A Pybsp.RGz_X_A 21 
PyrislRGz_T_A PyraerRGz_T_A 21 
PyrislRGz_T_A PyrarsRGz_T_A 21 
PyrislRGz_T_A PyrcalRGz_T_A 21 
PyrislTOPz_T_A CalmaqTOPz_T_A 21 
PyrislTOPz_T_A Pybsp.TOPz_X_A 21 
PyrislTOPz_T_A PyraerTOPz_T_A 21 
PyrislTOPz_T_A PyrarsTOPz_T_A 21 
PyrislTOPz_T_A PyrcalTOPz_T_A 21 
PyrkodRGz_X_A PyrabyRGz_T_A 21 
PyrkodRGz_X_A PyrfurRGz_T_A 21 
PyrkodRGz_X_A PyrhorRGz_T_A 21 
PyrkodTOPz_X_A PyrabyTOPz_T_A 21 
PyrkodTOPz_X_A PyrfurTOPz_T_A 21 
PyrkodTOPz_X_A PyrhorTOPz_T_A 21 
Pyrsp.RGz_X_A PyrabyRGz_T_A 21 
Pyrsp.RGz_X_A PyrfurRGz_T_A 21 
Pyrsp.RGz_X_A PyrhorRGz_T_A 21 
Pyrsp.RGz_X_A PyrkodRGz_X_A 21 
Pyrsp.TOPz_X_A PyrabyTOPz_T_A 21 
Pyrsp.TOPz_X_A PyrfurTOPz_T_A 21 
Pyrsp.TOPz_X_A PyrhorTOPz_T_A 21 
Pyrsp.TOPz_X_A PyrkodTOPz_X_A 21 
PyryayRGz_X_A PyrabyRGz_T_A 21 
PyryayRGz_X_A PyrfurRGz_T_A 21 
PyryayRGz_X_A PyrhorRGz_T_A 21 
PyryayRGz_X_A PyrkodRGz_X_A 21 
PyryayRGz_X_A Pyrsp.RGz_X_A 21 
PyryayTOPz_X_A PyrabyTOPz_T_A 21 
PyryayTOPz_X_A PyrfurTOPz_T_A 21 
PyryayTOPz_X_A PyrhorTOPz_T_A 21 
PyryayTOPz_X_A PyrkodTOPz_X_A 21 
PyryayTOPz_X_A Pyrsp.TOPz_X_A 21 
RatnorTOPz_M_E ChlaetTOPz_M_E 21 
RatnorTOPz_M_E CrigriTOPz_M_E 21 
RatnorTOPz_M_E MusmusTOPc_M_E 21 
RhobalTOPz_M_B AcamarTOPb_M_B 21 
RhobalTOPz_M_B AcicelTOPz_T_B 20 
RhobalTOPz_M_B AciferTOPz_T_B 20 
RhobalTOPz_M_B ArtplaTOPz_M_B 21 
RhobalTOPz_M_B CordipTOPz_M_B 20 
RhobalTOPz_M_B Cyasp.TOPa_M_B 21 
RhobalTOPz_M_B DeigeoTOPz_M_B 20 
RhobalTOPz_M_B DeiradTOPz_M_B 20 
RhobalTOPz_M_B KinradTOPz_M_B 20 
RhobalTOPz_M_B MicaerTOPz_M_B 21 
RhobalTOPz_M_B MyctubTOPz_M_B 20 
RhobalTOPz_M_B Nossp.TOPa_M_B 21 
RhobalTOPz_M_B PirstaTOPz_M_B 20 
RhobalTOPz_M_B PromarTOPz_M_B 21 
RicproTOPz_M_B AcicapTOPz_M_B 20 
RicproTOPz_M_B AciferTOPa_M_B 21 
RicproTOPz_M_B AmicolTOPz_M_B 20 
RicproTOPz_M_B AnathmTOPz_X_B 21 
RicproTOPz_M_B AquaeoTOPz_T_B 20 
RicproTOPz_M_B BacfraTOPa_M_B 20 
RicproTOPz_M_B BarbacTOPz_M_B 21 
RicproTOPz_M_B BruaboTOPz_M_B 21 
RicproTOPz_M_B CalsacTOPz_T_B 20 
RicproTOPz_M_B CamjejTOPz_M_B 20 
RicproTOPz_M_B CammedTOPz_T_B 20 
RicproTOPz_M_B ChlaurTOPz_T_B 21 
RicproTOPz_M_B ChllimTOPz_M_B 20 
RicproTOPz_M_B ChlpneTOPz_X_B 20 
RicproTOPz_M_B ChrvioTOPz_M_B 21 
RicproTOPz_M_B CoxburTOPz_M_B 21 
RicproTOPz_M_B DehlykTOPz_M_B 21 
RicproTOPz_M_B Dehsp.TOPz_M_B 21 
RicproTOPz_M_B DenaceTOPz_M_B 20 
RicproTOPz_M_B DesindTOPz_X_B 20 
RicproTOPz_M_B DesvulTOPz_M_B 20 
RicproTOPz_M_B DicnodTOPz_M_B 21 
RicproTOPz_M_B DictheTOPz_T_B 21 
RicproTOPz_M_B DyaferTOPb_M_B 20 
RicproTOPz_M_B EluminTOPz_M_B 20 
RicproTOPz_M_B EryrhuTOPz_M_B 20 
RicproTOPz_M_B FratulTOPz_M_B 21 
RicproTOPz_M_B FusnucTOPa_M_B 20 
RicproTOPz_M_B GemaurTOPz_M_B 20 
RicproTOPz_M_B GeosulTOPz_M_B 21 
RicproTOPz_M_B GlovioTOPa_M_B 20 
RicproTOPz_M_B GlovioTOPb_M_B 17 
RicproTOPz_M_B GraforTOPz_M_B 20 
RicproTOPz_M_B HaloreTOPz_T_B 20 
RicproTOPz_M_B HelpylTOPb_M_B 20 
RicproTOPz_M_B HeraurTOPz_M_B 21 
RicproTOPz_M_B LegpneTOPz_M_B 21 
RicproTOPz_M_B MagmagTOPz_M_B 21 
RicproTOPz_M_B Magsp.TOPb_X_B 21 
RicproTOPz_M_B MetcapTOPz_T_B 21 
RicproTOPz_M_B Metsp.TOPz_X_B 21 
RicproTOPz_M_B NauproTOPz_M_B 20 
RicproTOPz_M_B NeigonTOPz_M_B 21 
RicproTOPz_M_B NeimenTOPz_M_B 21 
RicproTOPz_M_B Nitsp.TOPz_T_B 20 
RicproTOPz_M_B NitwatTOPz_X_B 21 
RicproTOPz_M_B ParberTOPz_M_B 21 
RicproTOPz_M_B PedhepTOPb_M_B 20 
RicproTOPz_M_B PhezucTOPz_M_B 21 
RicproTOPz_M_B PolgilTOPz_X_B 21 
RicproTOPz_M_B PorginTOPa_M_B 20 
RicproTOPz_M_B PsyarcTOPz_P_B 20 
RicricTOPz_M_B AcicapTOPz_M_B 20 
RicricTOPz_M_B AciferTOPa_M_B 21 
RicricTOPz_M_B AmicolTOPz_M_B 20 
RicricTOPz_M_B AnathmTOPz_X_B 21 
RicricTOPz_M_B AquaeoTOPz_T_B 20 
RicricTOPz_M_B BacfraTOPa_M_B 20 
RicricTOPz_M_B BarbacTOPz_M_B 21 
RicricTOPz_M_B BruaboTOPz_M_B 21 
RicricTOPz_M_B CalsacTOPz_T_B 20 
RicricTOPz_M_B CamjejTOPz_M_B 20 
RicricTOPz_M_B CammedTOPz_T_B 20 
RicricTOPz_M_B ChlaurTOPz_T_B 21 
RicricTOPz_M_B ChllimTOPz_M_B 20 
RicricTOPz_M_B ChlpneTOPz_X_B 20 
RicricTOPz_M_B ChrvioTOPz_M_B 21 
RicricTOPz_M_B CoxburTOPz_M_B 21 
RicricTOPz_M_B DehlykTOPz_M_B 21 
RicricTOPz_M_B Dehsp.TOPz_M_B 21 
RicricTOPz_M_B DenaceTOPz_M_B 20 
RicricTOPz_M_B DesindTOPz_X_B 20 
RicricTOPz_M_B DesvulTOPz_M_B 20 
RicricTOPz_M_B DicnodTOPz_M_B 21 
RicricTOPz_M_B DictheTOPz_T_B 21 
RicricTOPz_M_B DyaferTOPb_M_B 20 
RicricTOPz_M_B EluminTOPz_M_B 20 
RicricTOPz_M_B EryrhuTOPz_M_B 20 
RicricTOPz_M_B FratulTOPz_M_B 21 
RicricTOPz_M_B FusnucTOPa_M_B 20 
RicricTOPz_M_B GemaurTOPz_M_B 20 
RicricTOPz_M_B GeosulTOPz_M_B 21 
RicricTOPz_M_B GlovioTOPa_M_B 20 
RicricTOPz_M_B GlovioTOPb_M_B 17 
RicricTOPz_M_B GraforTOPz_M_B 20 
RicricTOPz_M_B HaloreTOPz_T_B 20 
RicricTOPz_M_B HelpylTOPb_M_B 20 
RicricTOPz_M_B HeraurTOPz_M_B 21 
RicricTOPz_M_B LegpneTOPz_M_B 21 
RicricTOPz_M_B MagmagTOPz_M_B 21 
RicricTOPz_M_B Magsp.TOPb_X_B 21 
RicricTOPz_M_B MetcapTOPz_T_B 21 
RicricTOPz_M_B Metsp.TOPz_X_B 21 
RicricTOPz_M_B NauproTOPz_M_B 20 
RicricTOPz_M_B NeigonTOPz_M_B 21 
RicricTOPz_M_B NeimenTOPz_M_B 21 
RicricTOPz_M_B Nitsp.TOPz_T_B 20 
RicricTOPz_M_B NitwatTOPz_X_B 21 
RicricTOPz_M_B ParberTOPz_M_B 21 
RicricTOPz_M_B PedhepTOPb_M_B 20 
RicricTOPz_M_B PhezucTOPz_M_B 21 
RicricTOPz_M_B PolgilTOPz_X_B 21 
RicricTOPz_M_B PorginTOPa_M_B 20 
RicricTOPz_M_B PsyarcTOPz_P_B 20 
RicricTOPz_M_B RicproTOPz_M_B 21 
RosdenTOPz_M_B AcicapTOPz_M_B 20 
RosdenTOPz_M_B AciferTOPa_M_B 21 
RosdenTOPz_M_B AmicolTOPz_M_B 20 
RosdenTOPz_M_B AnathmTOPz_X_B 21 
RosdenTOPz_M_B AquaeoTOPz_T_B 20 
RosdenTOPz_M_B BacfraTOPa_M_B 20 
RosdenTOPz_M_B BarbacTOPz_M_B 21 
RosdenTOPz_M_B BruaboTOPz_M_B 21 
RosdenTOPz_M_B CalsacTOPz_T_B 20 
RosdenTOPz_M_B CamjejTOPz_M_B 20 
RosdenTOPz_M_B CammedTOPz_T_B 20 
RosdenTOPz_M_B ChlaurTOPz_T_B 21 
RosdenTOPz_M_B ChllimTOPz_M_B 20 
RosdenTOPz_M_B ChlpneTOPz_X_B 20 
RosdenTOPz_M_B ChrvioTOPz_M_B 21 
RosdenTOPz_M_B CoxburTOPz_M_B 21 
RosdenTOPz_M_B DehlykTOPz_M_B 21 
RosdenTOPz_M_B Dehsp.TOPz_M_B 21 
RosdenTOPz_M_B DenaceTOPz_M_B 20 
RosdenTOPz_M_B DesindTOPz_X_B 20 
RosdenTOPz_M_B DesvulTOPz_M_B 20 
RosdenTOPz_M_B DicnodTOPz_M_B 21 
RosdenTOPz_M_B DictheTOPz_T_B 21 
RosdenTOPz_M_B DyaferTOPb_M_B 20 
RosdenTOPz_M_B EluminTOPz_M_B 20 
RosdenTOPz_M_B EryrhuTOPz_M_B 20 
RosdenTOPz_M_B FratulTOPz_M_B 21 
RosdenTOPz_M_B FusnucTOPa_M_B 20 
RosdenTOPz_M_B GemaurTOPz_M_B 20 
RosdenTOPz_M_B GeosulTOPz_M_B 21 
RosdenTOPz_M_B GlovioTOPa_M_B 20 
RosdenTOPz_M_B GlovioTOPb_M_B 17 
RosdenTOPz_M_B GraforTOPz_M_B 20 
RosdenTOPz_M_B HaloreTOPz_T_B 20 
RosdenTOPz_M_B HelpylTOPb_M_B 20 
RosdenTOPz_M_B HeraurTOPz_M_B 21 
RosdenTOPz_M_B LegpneTOPz_M_B 21 
RosdenTOPz_M_B MagmagTOPz_M_B 21 
RosdenTOPz_M_B Magsp.TOPb_X_B 21 
RosdenTOPz_M_B MetcapTOPz_T_B 21 
RosdenTOPz_M_B Metsp.TOPz_X_B 21 
RosdenTOPz_M_B NauproTOPz_M_B 20 
RosdenTOPz_M_B NeigonTOPz_M_B 21 
RosdenTOPz_M_B NeimenTOPz_M_B 21 
RosdenTOPz_M_B Nitsp.TOPz_T_B 20 
RosdenTOPz_M_B NitwatTOPz_X_B 21 
RosdenTOPz_M_B ParberTOPz_M_B 21 
RosdenTOPz_M_B PedhepTOPb_M_B 20 
RosdenTOPz_M_B PhezucTOPz_M_B 21 
RosdenTOPz_M_B PolgilTOPz_X_B 21 
RosdenTOPz_M_B PorginTOPa_M_B 20 
RosdenTOPz_M_B PsyarcTOPz_P_B 20 
RosdenTOPz_M_B RicproTOPz_M_B 21 
RosdenTOPz_M_B RicricTOPz_M_B 21 
RubxylTOPa_T_B AcibooTOPz_T_A 21 
RubxylTOPa_T_B ArcfulTOPz_T_A 21 
RubxylTOPa_T_B ArcproTOPz_T_A 21 
RubxylTOPa_T_B ArcvenTOPz_T_A 21 
RubxylTOPa_T_B FerplaTOPz_M_A 21 
RubxylTOPa_T_B MetaceTOPa_M_A 19 
RubxylTOPa_T_B MetbarTOPa_M_A 19 
RubxylTOPa_T_B MetbooTOPz_M_A 21 
RubxylTOPa_T_B MetburTOPb_M_A 21 
RubxylTOPa_T_B MetconTOPz_X_A 21 
RubxylTOPa_T_B MeteveTOPa_T_A 21 
RubxylTOPa_T_B MetharTOPz_X_A 21 
RubxylTOPa_T_B MethunTOPz_M_A 21 
RubxylTOPa_T_B MetlabTOPz_M_A 21 
RubxylTOPa_T_B MetmahTOPb_M_A 19 
RubxylTOPa_T_B MetmarTOPz_M_A 21 
RubxylTOPa_T_B MetmazTOPa_M_A 19 
RubxylTOPa_T_B MetpalTOPa_X_A 21 
RubxylTOPa_T_B MetpalTOPb_X_A 21 
RubxylTOPa_T_B MetpalTOPz_M_A 21 
RubxylTOPa_T_B MetpetTOPz_M_A 21 
RubxylTOPa_T_B MettheTOPz_T_A 21 
RubxylTOPa_T_B MetzhiTOPa_X_A 19 
RubxylTOPb_T_B AciferTOPb_M_B 21 
RubxylTOPb_T_B AciferTOPc_M_B 21 
RubxylTOPb_T_B AersalTOPb_M_B 21 
RubxylTOPb_T_B AkkmucTOPz_M_B 21 
RubxylTOPb_T_B AroaroTOPa_M_B 21 
RubxylTOPb_T_B AroaroTOPb_M_B 21 
RubxylTOPb_T_B AtoparTOPz_M_B 21 
RubxylTOPb_T_B BacantTOPb_M_B 21 
RubxylTOPb_T_B BacantTOPc_M_B 21 
