prot_1 prot_2 force
HypbutRGb_T_A AerperRGb_T_A 21 
HypbutRGb_T_A AquaeoRGa_T_B 21 
HypbutRGb_T_A AquaeoRGb_T_B 21 
HypbutRGb_T_A ArcfulRGz_T_A 21 
HypbutRGb_T_A ArcproRGz_T_A 21 
HypbutRGb_T_A ArcvenRGz_T_A 21 
HypbutRGb_T_A CalmaqRGz_T_A 21 
HypbutRGb_T_A CalsacRGz_T_B 21 
HypbutRGb_T_A CammedRGz_T_B 21 
HypbutRGb_T_A Cyasp.TOPb_M_B 21 
HypbutRGb_T_A DeskamRGa_T_A 21 
HypbutRGb_T_A DeskamRGb_T_A 21 
HypbutRGb_T_A DesmucRGa_T_A 21 
HypbutRGb_T_A DesmucRGb_T_A 21 
HypbutRGb_T_A DictheRGz_T_B 21 
HypbutRGb_T_A FerplaRGz_M_A 21 
HypbutRGb_T_A HelpylTOPa_M_B 21 
HypbutRGb_T_A HypbutRGa_T_A 21 
HypbutTOPz_T_A AcihosTOPz_X_A 21 
HypbutTOPz_T_A AcisacTOPz_T_A 21 
HypbutTOPz_T_A AerperTOPz_T_A 21 
HypbutTOPz_T_A DeskamTOPz_T_A 21 
HypbutTOPz_T_A DesmucTOPz_T_A 21 
IgnaggRGa_T_A AcamarTOPa_M_B 20 
IgnaggRGa_T_A AcibooRGz_T_A 21 
IgnaggRGa_T_A AcihosRGa_X_A 21 
IgnaggRGa_T_A AcihosRGb_X_A 21 
IgnaggRGa_T_A AcisacRGz_T_A 21 
IgnaggRGa_T_A AerperRGa_T_A 21 
IgnaggRGa_T_A AerperRGb_T_A 21 
IgnaggRGa_T_A AquaeoRGa_T_B 21 
IgnaggRGa_T_A AquaeoRGb_T_B 21 
IgnaggRGa_T_A ArcfulRGz_T_A 21 
IgnaggRGa_T_A ArcproRGz_T_A 21 
IgnaggRGa_T_A ArcvenRGz_T_A 21 
IgnaggRGa_T_A CalmaqRGz_T_A 21 
IgnaggRGa_T_A CalsacRGz_T_B 21 
IgnaggRGa_T_A CammedRGz_T_B 21 
IgnaggRGa_T_A Cyasp.TOPb_M_B 21 
IgnaggRGa_T_A DeskamRGa_T_A 21 
IgnaggRGa_T_A DeskamRGb_T_A 21 
IgnaggRGa_T_A DesmucRGa_T_A 21 
IgnaggRGa_T_A DesmucRGb_T_A 21 
IgnaggRGa_T_A DictheRGz_T_B 21 
IgnaggRGa_T_A FerplaRGz_M_A 21 
IgnaggRGa_T_A HelpylTOPa_M_B 21 
IgnaggRGa_T_A HypbutRGa_T_A 21 
IgnaggRGa_T_A HypbutRGb_T_A 21 
IgnaggRGb_T_A AcamarTOPa_M_B 20 
IgnaggRGb_T_A AcibooRGz_T_A 21 
IgnaggRGb_T_A AcihosRGa_X_A 21 
IgnaggRGb_T_A AcihosRGb_X_A 21 
IgnaggRGb_T_A AcisacRGz_T_A 21 
IgnaggRGb_T_A AerperRGa_T_A 21 
IgnaggRGb_T_A AerperRGb_T_A 21 
IgnaggRGb_T_A AquaeoRGa_T_B 21 
IgnaggRGb_T_A AquaeoRGb_T_B 21 
IgnaggRGb_T_A ArcfulRGz_T_A 21 
IgnaggRGb_T_A ArcproRGz_T_A 21 
IgnaggRGb_T_A ArcvenRGz_T_A 21 
IgnaggRGb_T_A CalmaqRGz_T_A 21 
IgnaggRGb_T_A CalsacRGz_T_B 21 
IgnaggRGb_T_A CammedRGz_T_B 21 
IgnaggRGb_T_A Cyasp.TOPb_M_B 21 
IgnaggRGb_T_A DeskamRGa_T_A 21 
IgnaggRGb_T_A DeskamRGb_T_A 21 
IgnaggRGb_T_A DesmucRGa_T_A 21 
IgnaggRGb_T_A DesmucRGb_T_A 21 
IgnaggRGb_T_A DictheRGz_T_B 21 
IgnaggRGb_T_A FerplaRGz_M_A 21 
IgnaggRGb_T_A HelpylTOPa_M_B 21 
IgnaggRGb_T_A HypbutRGa_T_A 21 
IgnaggRGb_T_A HypbutRGb_T_A 21 
IgnaggRGb_T_A IgnaggRGa_T_A 21 
IgnaggTOPz_T_A AcihosTOPz_X_A 21 
IgnaggTOPz_T_A AcisacTOPz_T_A 21 
IgnaggTOPz_T_A AerperTOPz_T_A 21 
IgnaggTOPz_T_A DeskamTOPz_T_A 21 
IgnaggTOPz_T_A DesmucTOPz_T_A 21 
IgnaggTOPz_T_A HypbutTOPz_T_A 21 
IgnhosRGa_T_A AcamarTOPa_M_B 20 
IgnhosRGa_T_A AcibooRGz_T_A 21 
IgnhosRGa_T_A AcihosRGa_X_A 21 
IgnhosRGa_T_A AcihosRGb_X_A 21 
IgnhosRGa_T_A AcisacRGz_T_A 21 
IgnhosRGa_T_A AerperRGa_T_A 21 
IgnhosRGa_T_A AerperRGb_T_A 21 
IgnhosRGa_T_A AquaeoRGa_T_B 21 
IgnhosRGa_T_A AquaeoRGb_T_B 21 
IgnhosRGa_T_A ArcfulRGz_T_A 21 
IgnhosRGa_T_A ArcproRGz_T_A 21 
IgnhosRGa_T_A ArcvenRGz_T_A 21 
IgnhosRGa_T_A CalmaqRGz_T_A 21 
IgnhosRGa_T_A CalsacRGz_T_B 21 
IgnhosRGa_T_A CammedRGz_T_B 21 
IgnhosRGa_T_A Cyasp.TOPb_M_B 21 
IgnhosRGa_T_A DeskamRGa_T_A 21 
IgnhosRGa_T_A DeskamRGb_T_A 21 
IgnhosRGa_T_A DesmucRGa_T_A 21 
IgnhosRGa_T_A DesmucRGb_T_A 21 
IgnhosRGa_T_A DictheRGz_T_B 21 
IgnhosRGa_T_A FerplaRGz_M_A 21 
IgnhosRGa_T_A HelpylTOPa_M_B 21 
IgnhosRGa_T_A HypbutRGa_T_A 21 
IgnhosRGa_T_A HypbutRGb_T_A 21 
IgnhosRGa_T_A IgnaggRGa_T_A 21 
IgnhosRGa_T_A IgnaggRGb_T_A 21 
IgnhosRGb_T_A AcamarTOPa_M_B 20 
IgnhosRGb_T_A AcibooRGz_T_A 21 
IgnhosRGb_T_A AcihosRGa_X_A 21 
IgnhosRGb_T_A AcihosRGb_X_A 21 
IgnhosRGb_T_A AcisacRGz_T_A 21 
IgnhosRGb_T_A AerperRGa_T_A 21 
IgnhosRGb_T_A AerperRGb_T_A 21 
IgnhosRGb_T_A AquaeoRGa_T_B 21 
IgnhosRGb_T_A AquaeoRGb_T_B 21 
IgnhosRGb_T_A ArcfulRGz_T_A 21 
IgnhosRGb_T_A ArcproRGz_T_A 21 
IgnhosRGb_T_A ArcvenRGz_T_A 21 
IgnhosRGb_T_A CalmaqRGz_T_A 21 
IgnhosRGb_T_A CalsacRGz_T_B 21 
IgnhosRGb_T_A CammedRGz_T_B 21 
IgnhosRGb_T_A Cyasp.TOPb_M_B 21 
IgnhosRGb_T_A DeskamRGa_T_A 21 
IgnhosRGb_T_A DeskamRGb_T_A 21 
IgnhosRGb_T_A DesmucRGa_T_A 21 
IgnhosRGb_T_A DesmucRGb_T_A 21 
IgnhosRGb_T_A DictheRGz_T_B 21 
IgnhosRGb_T_A FerplaRGz_M_A 21 
IgnhosRGb_T_A HelpylTOPa_M_B 21 
IgnhosRGb_T_A HypbutRGa_T_A 21 
IgnhosRGb_T_A HypbutRGb_T_A 21 
IgnhosRGb_T_A IgnaggRGa_T_A 21 
IgnhosRGb_T_A IgnaggRGb_T_A 21 
IgnhosRGb_T_A IgnhosRGa_T_A 21 
IgnhosTOPz_T_A AcihosTOPz_X_A 21 
IgnhosTOPz_T_A AcisacTOPz_T_A 21 
IgnhosTOPz_T_A AerperTOPz_T_A 21 
IgnhosTOPz_T_A DeskamTOPz_T_A 21 
IgnhosTOPz_T_A DesmucTOPz_T_A 21 
IgnhosTOPz_T_A HypbutTOPz_T_A 21 
IgnhosTOPz_T_A IgnaggTOPz_T_A 21 
KinradTOPz_M_B AcamarTOPb_M_B 20 
KinradTOPz_M_B AcicelTOPz_T_B 21 
KinradTOPz_M_B AciferTOPz_T_B 21 
KinradTOPz_M_B ArtplaTOPz_M_B 20 
KinradTOPz_M_B CordipTOPz_M_B 21 
KinradTOPz_M_B Cyasp.TOPa_M_B 20 
KinradTOPz_M_B DeigeoTOPz_M_B 21 
KinradTOPz_M_B DeiradTOPz_M_B 21 
LacaciTOPz_M_B BacantTOPa_M_B 21 
LacaciTOPz_M_B BaccerTOPa_M_B 21 
LacaciTOPz_M_B BacsubTOPb_M_B 21 
LacaciTOPz_M_B CalsacTOPz_T_B 16 
LacaciTOPz_M_B CloperTOPb_M_B 21 
LacaciTOPz_M_B ClotheTOPz_T_B 21 
LacaciTOPz_M_B DesindTOPz_X_B 16 
LacaciTOPz_M_B GeotheTOPa_T_B 21 
LacaciTOPz_M_B HaloreTOPz_T_B 16 
LegpneTOPz_M_B AcicapTOPz_M_B 20 
LegpneTOPz_M_B AciferTOPa_M_B 21 
LegpneTOPz_M_B AmicolTOPz_M_B 20 
LegpneTOPz_M_B AnathmTOPz_X_B 21 
LegpneTOPz_M_B AquaeoTOPz_T_B 20 
LegpneTOPz_M_B BacfraTOPa_M_B 20 
LegpneTOPz_M_B BarbacTOPz_M_B 21 
LegpneTOPz_M_B BruaboTOPz_M_B 21 
LegpneTOPz_M_B CalsacTOPz_T_B 20 
LegpneTOPz_M_B CamjejTOPz_M_B 20 
LegpneTOPz_M_B CammedTOPz_T_B 20 
LegpneTOPz_M_B ChlaurTOPz_T_B 21 
LegpneTOPz_M_B ChllimTOPz_M_B 20 
LegpneTOPz_M_B ChlpneTOPz_X_B 20 
LegpneTOPz_M_B ChrvioTOPz_M_B 21 
LegpneTOPz_M_B CoxburTOPz_M_B 21 
LegpneTOPz_M_B DehlykTOPz_M_B 21 
LegpneTOPz_M_B Dehsp.TOPz_M_B 21 
LegpneTOPz_M_B DenaceTOPz_M_B 20 
LegpneTOPz_M_B DesindTOPz_X_B 20 
LegpneTOPz_M_B DesvulTOPz_M_B 20 
LegpneTOPz_M_B DicnodTOPz_M_B 21 
LegpneTOPz_M_B DictheTOPz_T_B 21 
LegpneTOPz_M_B DyaferTOPb_M_B 20 
LegpneTOPz_M_B EluminTOPz_M_B 20 
LegpneTOPz_M_B EryrhuTOPz_M_B 20 
LegpneTOPz_M_B FratulTOPz_M_B 21 
LegpneTOPz_M_B FusnucTOPa_M_B 20 
LegpneTOPz_M_B GemaurTOPz_M_B 20 
LegpneTOPz_M_B GeosulTOPz_M_B 21 
LegpneTOPz_M_B GlovioTOPa_M_B 20 
LegpneTOPz_M_B GlovioTOPb_M_B 17 
LegpneTOPz_M_B GraforTOPz_M_B 20 
LegpneTOPz_M_B HaloreTOPz_T_B 20 
LegpneTOPz_M_B HelpylTOPb_M_B 20 
LegpneTOPz_M_B HeraurTOPz_M_B 21 
LeibraTOPb_M_E ArathaTOPb_M_E 18 
LeibraTOPb_M_E ArathaTOPc_M_E 18 
LeibraTOPb_M_E CaeeleTOPz_M_E 18 
LeibraTOPb_M_E CanalbTOPz_M_E 16 
LeibraTOPb_M_E CloperTOPd_M_B 16 
LeibraTOPb_M_E CryneoTOPz_M_E 18 
LeibraTOPb_M_E DaucarTOPz_M_E 16 
LeibraTOPb_M_E DicdisTOPa_M_E 18 
LeibraTOPb_M_E DicdisTOPb_M_E 16 
LeibraTOPb_M_E DromelTOPa_M_E 18 
LeibraTOPb_M_E DromelTOPb_M_E 18 
LeibraTOPb_M_E EnccunTOPz_M_E 18 
LeibraTOPb_M_E GalgalTOPz_M_E 18 
LeibraTOPb_M_E HomsapTOPa_M_E 18 
LeibraTOPc_M_E ArathaTOPb_M_E 16 
LeibraTOPc_M_E ArathaTOPc_M_E 16 
LeibraTOPc_M_E CaeeleTOPz_M_E 16 
LeibraTOPc_M_E CryneoTOPz_M_E 16 
LeibraTOPc_M_E DicdisTOPa_M_E 16 
LeibraTOPc_M_E DromelTOPa_M_E 16 
LeibraTOPc_M_E DromelTOPb_M_E 16 
LeibraTOPc_M_E EnccunTOPz_M_E 16 
LeibraTOPc_M_E GalgalTOPz_M_E 16 
LeibraTOPc_M_E HomsapTOPa_M_E 16 
LeibraTOPc_M_E LeibraTOPb_M_E 16 
LeiinfTOPa_M_E LeibraTOPa_M_E 20 
LeiinfTOPb_M_E ArathaTOPb_M_E 18 
LeiinfTOPb_M_E ArathaTOPc_M_E 18 
LeiinfTOPb_M_E CaeeleTOPz_M_E 18 
LeiinfTOPb_M_E CanalbTOPz_M_E 16 
LeiinfTOPb_M_E CloperTOPd_M_B 16 
LeiinfTOPb_M_E CryneoTOPz_M_E 18 
LeiinfTOPb_M_E DaucarTOPz_M_E 16 
LeiinfTOPb_M_E DicdisTOPa_M_E 18 
LeiinfTOPb_M_E DicdisTOPb_M_E 16 
LeiinfTOPb_M_E DromelTOPa_M_E 18 
LeiinfTOPb_M_E DromelTOPb_M_E 18 
LeiinfTOPb_M_E EnccunTOPz_M_E 18 
LeiinfTOPb_M_E GalgalTOPz_M_E 18 
LeiinfTOPb_M_E HomsapTOPa_M_E 18 
LeiinfTOPb_M_E LeibraTOPb_M_E 21 
LeiinfTOPb_M_E LeibraTOPc_M_E 16 
LeiinfTOPc_M_E ArathaTOPb_M_E 16 
LeiinfTOPc_M_E ArathaTOPc_M_E 16 
LeiinfTOPc_M_E CaeeleTOPz_M_E 16 
LeiinfTOPc_M_E CryneoTOPz_M_E 16 
LeiinfTOPc_M_E DicdisTOPa_M_E 16 
LeiinfTOPc_M_E DromelTOPa_M_E 16 
LeiinfTOPc_M_E DromelTOPb_M_E 16 
LeiinfTOPc_M_E EnccunTOPz_M_E 16 
LeiinfTOPc_M_E GalgalTOPz_M_E 16 
LeiinfTOPc_M_E HomsapTOPa_M_E 16 
LeiinfTOPc_M_E LeibraTOPb_M_E 16 
LeiinfTOPc_M_E LeibraTOPc_M_E 21 
LeiinfTOPc_M_E LeiinfTOPb_M_E 16 
LeimajTOPa_M_E ArathaTOPb_M_E 18 
LeimajTOPa_M_E ArathaTOPc_M_E 18 
LeimajTOPa_M_E CaeeleTOPz_M_E 18 
LeimajTOPa_M_E CanalbTOPz_M_E 16 
LeimajTOPa_M_E CloperTOPd_M_B 16 
LeimajTOPa_M_E CryneoTOPz_M_E 18 
LeimajTOPa_M_E DaucarTOPz_M_E 16 
LeimajTOPa_M_E DicdisTOPa_M_E 18 
LeimajTOPa_M_E DicdisTOPb_M_E 16 
LeimajTOPa_M_E DromelTOPa_M_E 18 
LeimajTOPa_M_E DromelTOPb_M_E 18 
LeimajTOPa_M_E EnccunTOPz_M_E 18 
LeimajTOPa_M_E GalgalTOPz_M_E 18 
LeimajTOPa_M_E HomsapTOPa_M_E 18 
LeimajTOPa_M_E LeibraTOPb_M_E 21 
LeimajTOPa_M_E LeibraTOPc_M_E 16 
LeimajTOPa_M_E LeiinfTOPb_M_E 21 
LeimajTOPa_M_E LeiinfTOPc_M_E 16 
LeimajTOPb_M_E ArathaTOPb_M_E 16 
LeimajTOPb_M_E ArathaTOPc_M_E 16 
LeimajTOPb_M_E CaeeleTOPz_M_E 16 
LeimajTOPb_M_E CryneoTOPz_M_E 16 
LeimajTOPb_M_E DicdisTOPa_M_E 16 
LeimajTOPb_M_E DromelTOPa_M_E 16 
LeimajTOPb_M_E DromelTOPb_M_E 16 
LeimajTOPb_M_E EnccunTOPz_M_E 16 
LeimajTOPb_M_E GalgalTOPz_M_E 16 
LeimajTOPb_M_E HomsapTOPa_M_E 16 
LeimajTOPb_M_E LeibraTOPb_M_E 16 
LeimajTOPb_M_E LeibraTOPc_M_E 21 
LeimajTOPb_M_E LeiinfTOPb_M_E 16 
LeimajTOPb_M_E LeiinfTOPc_M_E 21 
LeimajTOPb_M_E LeimajTOPa_M_E 16 
LeimajTOPc_M_E LeibraTOPa_M_E 21 
LeimajTOPc_M_E LeiinfTOPa_M_E 20 
LepborTOPz_M_B AcicapTOPz_M_B 16 
LepborTOPz_M_B AmicolTOPz_M_B 16 
LepborTOPz_M_B AquaeoTOPz_T_B 16 
LepborTOPz_M_B ArathaTOPa_M_E 17 
LepborTOPz_M_B BacfraTOPa_M_B 16 
LepborTOPz_M_B BaucicTOPz_X_B 16 
LepborTOPz_M_B CamjejTOPz_M_B 16 
LepborTOPz_M_B CammedTOPz_T_B 16 
LepborTOPz_M_B ChllimTOPz_M_B 16 
LepborTOPz_M_B ChlpneTOPz_X_B 16 
LepborTOPz_M_B DenaceTOPz_M_B 16 
LepborTOPz_M_B DesvulTOPz_M_B 16 
LepborTOPz_M_B DyaferTOPb_M_B 16 
LepborTOPz_M_B EluminTOPz_M_B 16 
LepborTOPz_M_B EryrhuTOPz_M_B 16 
LepborTOPz_M_B FusnucTOPa_M_B 16 
LepborTOPz_M_B GemaurTOPz_M_B 16 
LepborTOPz_M_B GlovioTOPa_M_B 16 
LepborTOPz_M_B GlovioTOPb_M_B 19 
LepborTOPz_M_B GraforTOPz_M_B 16 
LepborTOPz_M_B HelpylTOPb_M_B 16 
LismonTOPa_M_B AciferTOPb_M_B 21 
LismonTOPa_M_B AciferTOPc_M_B 21 
LismonTOPa_M_B AersalTOPb_M_B 21 
LismonTOPa_M_B AkkmucTOPz_M_B 21 
LismonTOPa_M_B AroaroTOPa_M_B 21 
LismonTOPa_M_B AroaroTOPb_M_B 21 
LismonTOPa_M_B AtoparTOPz_M_B 21 
LismonTOPa_M_B BacantTOPb_M_B 21 
LismonTOPa_M_B BacantTOPc_M_B 21 
LismonTOPa_M_B BaccerTOPb_M_B 21 
LismonTOPa_M_B BaccerTOPc_M_B 21 
LismonTOPa_M_B BacfraTOPb_M_B 21 
LismonTOPa_M_B BacfraTOPc_M_B 21 
LismonTOPa_M_B BacsubTOPa_M_B 21 
LismonTOPa_M_B CloperTOPc_M_B 21 
LismonTOPa_M_B CupnecTOPz_X_B 21 
LismonTOPa_M_B DespsyTOPz_P_B 21 
LismonTOPa_M_B DyaferTOPa_M_B 21 
LismonTOPa_M_B FibsucTOPa_M_B 21 
LismonTOPa_M_B FibsucTOPb_M_B 21 
LismonTOPa_M_B FusnucTOPb_M_B 21 
LismonTOPa_M_B GeotheTOPb_T_B 21 
LismonTOPa_M_B GeotheTOPc_T_B 21 
LismonTOPb_M_B BacantTOPa_M_B 21 
LismonTOPb_M_B BaccerTOPa_M_B 21 
LismonTOPb_M_B BacsubTOPb_M_B 21 
LismonTOPb_M_B CalsacTOPz_T_B 16 
LismonTOPb_M_B CloperTOPb_M_B 21 
LismonTOPb_M_B ClotheTOPz_T_B 21 
LismonTOPb_M_B DesindTOPz_X_B 16 
LismonTOPb_M_B GeotheTOPa_T_B 21 
LismonTOPb_M_B HaloreTOPz_T_B 16 
LismonTOPb_M_B LacaciTOPz_M_B 21 
MacmulTOPz_M_E HomsapTOPb_M_E 21 
MagmagTOPz_M_B AcicapTOPz_M_B 20 
MagmagTOPz_M_B AciferTOPa_M_B 21 
MagmagTOPz_M_B AmicolTOPz_M_B 20 
MagmagTOPz_M_B AnathmTOPz_X_B 21 
MagmagTOPz_M_B AquaeoTOPz_T_B 20 
MagmagTOPz_M_B BacfraTOPa_M_B 20 
MagmagTOPz_M_B BarbacTOPz_M_B 21 
MagmagTOPz_M_B BruaboTOPz_M_B 21 
MagmagTOPz_M_B CalsacTOPz_T_B 20 
MagmagTOPz_M_B CamjejTOPz_M_B 20 
MagmagTOPz_M_B CammedTOPz_T_B 20 
MagmagTOPz_M_B ChlaurTOPz_T_B 21 
MagmagTOPz_M_B ChllimTOPz_M_B 20 
MagmagTOPz_M_B ChlpneTOPz_X_B 20 
MagmagTOPz_M_B ChrvioTOPz_M_B 21 
MagmagTOPz_M_B CoxburTOPz_M_B 21 
MagmagTOPz_M_B DehlykTOPz_M_B 21 
MagmagTOPz_M_B Dehsp.TOPz_M_B 21 
MagmagTOPz_M_B DenaceTOPz_M_B 20 
MagmagTOPz_M_B DesindTOPz_X_B 20 
MagmagTOPz_M_B DesvulTOPz_M_B 20 
MagmagTOPz_M_B DicnodTOPz_M_B 21 
MagmagTOPz_M_B DictheTOPz_T_B 21 
MagmagTOPz_M_B DyaferTOPb_M_B 20 
MagmagTOPz_M_B EluminTOPz_M_B 20 
MagmagTOPz_M_B EryrhuTOPz_M_B 20 
MagmagTOPz_M_B FratulTOPz_M_B 21 
MagmagTOPz_M_B FusnucTOPa_M_B 20 
MagmagTOPz_M_B GemaurTOPz_M_B 20 
MagmagTOPz_M_B GeosulTOPz_M_B 21 
MagmagTOPz_M_B GlovioTOPa_M_B 20 
MagmagTOPz_M_B GlovioTOPb_M_B 17 
MagmagTOPz_M_B GraforTOPz_M_B 20 
MagmagTOPz_M_B HaloreTOPz_T_B 20 
MagmagTOPz_M_B HelpylTOPb_M_B 20 
MagmagTOPz_M_B HeraurTOPz_M_B 21 
MagmagTOPz_M_B LegpneTOPz_M_B 21 
Magsp.TOPa_X_B AciferTOPb_M_B 21 
Magsp.TOPa_X_B AciferTOPc_M_B 21 
Magsp.TOPa_X_B AersalTOPb_M_B 21 
Magsp.TOPa_X_B AkkmucTOPz_M_B 21 
Magsp.TOPa_X_B AroaroTOPa_M_B 21 
Magsp.TOPa_X_B AroaroTOPb_M_B 21 
Magsp.TOPa_X_B AtoparTOPz_M_B 21 
Magsp.TOPa_X_B BacantTOPb_M_B 21 
Magsp.TOPa_X_B BacantTOPc_M_B 21 
Magsp.TOPa_X_B BaccerTOPb_M_B 21 
Magsp.TOPa_X_B BaccerTOPc_M_B 21 
Magsp.TOPa_X_B BacfraTOPb_M_B 21 
Magsp.TOPa_X_B BacfraTOPc_M_B 21 
Magsp.TOPa_X_B BacsubTOPa_M_B 21 
Magsp.TOPa_X_B CloperTOPc_M_B 21 
Magsp.TOPa_X_B CupnecTOPz_X_B 21 
Magsp.TOPa_X_B DespsyTOPz_P_B 21 
Magsp.TOPa_X_B DyaferTOPa_M_B 21 
Magsp.TOPa_X_B FibsucTOPa_M_B 21 
Magsp.TOPa_X_B FibsucTOPb_M_B 21 
Magsp.TOPa_X_B FusnucTOPb_M_B 21 
Magsp.TOPa_X_B GeotheTOPb_T_B 21 
Magsp.TOPa_X_B GeotheTOPc_T_B 21 
Magsp.TOPa_X_B LismonTOPa_M_B 21 
Magsp.TOPb_X_B AcicapTOPz_M_B 20 
Magsp.TOPb_X_B AciferTOPa_M_B 21 
Magsp.TOPb_X_B AmicolTOPz_M_B 20 
Magsp.TOPb_X_B AnathmTOPz_X_B 21 
Magsp.TOPb_X_B AquaeoTOPz_T_B 20 
Magsp.TOPb_X_B BacfraTOPa_M_B 20 
Magsp.TOPb_X_B BarbacTOPz_M_B 21 
Magsp.TOPb_X_B BruaboTOPz_M_B 21 
Magsp.TOPb_X_B CalsacTOPz_T_B 20 
Magsp.TOPb_X_B CamjejTOPz_M_B 20 
Magsp.TOPb_X_B CammedTOPz_T_B 20 
Magsp.TOPb_X_B ChlaurTOPz_T_B 21 
Magsp.TOPb_X_B ChllimTOPz_M_B 20 
Magsp.TOPb_X_B ChlpneTOPz_X_B 20 
Magsp.TOPb_X_B ChrvioTOPz_M_B 21 
Magsp.TOPb_X_B CoxburTOPz_M_B 21 
Magsp.TOPb_X_B DehlykTOPz_M_B 21 
Magsp.TOPb_X_B Dehsp.TOPz_M_B 21 
Magsp.TOPb_X_B DenaceTOPz_M_B 20 
Magsp.TOPb_X_B DesindTOPz_X_B 20 
Magsp.TOPb_X_B DesvulTOPz_M_B 20 
Magsp.TOPb_X_B DicnodTOPz_M_B 21 
Magsp.TOPb_X_B DictheTOPz_T_B 21 
Magsp.TOPb_X_B DyaferTOPb_M_B 20 
Magsp.TOPb_X_B EluminTOPz_M_B 20 
Magsp.TOPb_X_B EryrhuTOPz_M_B 20 
Magsp.TOPb_X_B FratulTOPz_M_B 21 
Magsp.TOPb_X_B FusnucTOPa_M_B 20 
Magsp.TOPb_X_B GemaurTOPz_M_B 20 
Magsp.TOPb_X_B GeosulTOPz_M_B 21 
Magsp.TOPb_X_B GlovioTOPa_M_B 20 
Magsp.TOPb_X_B GlovioTOPb_M_B 17 
Magsp.TOPb_X_B GraforTOPz_M_B 20 
Magsp.TOPb_X_B HaloreTOPz_T_B 20 
Magsp.TOPb_X_B HelpylTOPb_M_B 20 
Magsp.TOPb_X_B HeraurTOPz_M_B 21 
Magsp.TOPb_X_B LegpneTOPz_M_B 21 
Magsp.TOPb_X_B MagmagTOPz_M_B 21 
MetaceTOPa_M_A AcibooTOPz_T_A 19 
MetaceTOPa_M_A ArcfulTOPz_T_A 19 
MetaceTOPa_M_A ArcproTOPz_T_A 19 
MetaceTOPa_M_A ArcvenTOPz_T_A 19 
MetaceTOPa_M_A FerplaTOPz_M_A 19 
MetbarTOPa_M_A AcibooTOPz_T_A 19 
MetbarTOPa_M_A ArcfulTOPz_T_A 19 
MetbarTOPa_M_A ArcproTOPz_T_A 19 
MetbarTOPa_M_A ArcvenTOPz_T_A 19 
MetbarTOPa_M_A FerplaTOPz_M_A 19 
MetbarTOPa_M_A MetaceTOPa_M_A 21 
MetbarTOPb_M_A MetaceTOPb_M_A 21 
MetbooTOPz_M_A AcibooTOPz_T_A 21 
MetbooTOPz_M_A ArcfulTOPz_T_A 21 
MetbooTOPz_M_A ArcproTOPz_T_A 21 
MetbooTOPz_M_A ArcvenTOPz_T_A 21 
MetbooTOPz_M_A FerplaTOPz_M_A 21 
MetbooTOPz_M_A MetaceTOPa_M_A 19 
MetbooTOPz_M_A MetbarTOPa_M_A 19 
MetburTOPa_M_A MetaceTOPb_M_A 21 
MetburTOPa_M_A MetbarTOPb_M_A 21 
MetburTOPb_M_A AcibooTOPz_T_A 21 
MetburTOPb_M_A ArcfulTOPz_T_A 21 
MetburTOPb_M_A ArcproTOPz_T_A 21 
MetburTOPb_M_A ArcvenTOPz_T_A 21 
MetburTOPb_M_A FerplaTOPz_M_A 21 
MetburTOPb_M_A MetaceTOPa_M_A 19 
MetburTOPb_M_A MetbarTOPa_M_A 19 
MetburTOPb_M_A MetbooTOPz_M_A 21 
MetcapTOPz_T_B AcicapTOPz_M_B 20 
MetcapTOPz_T_B AciferTOPa_M_B 21 
MetcapTOPz_T_B AmicolTOPz_M_B 20 
MetcapTOPz_T_B AnathmTOPz_X_B 21 
MetcapTOPz_T_B AquaeoTOPz_T_B 20 
MetcapTOPz_T_B BacfraTOPa_M_B 20 
MetcapTOPz_T_B BarbacTOPz_M_B 21 
MetcapTOPz_T_B BruaboTOPz_M_B 21 
MetcapTOPz_T_B CalsacTOPz_T_B 20 
MetcapTOPz_T_B CamjejTOPz_M_B 20 
MetcapTOPz_T_B CammedTOPz_T_B 20 
MetcapTOPz_T_B ChlaurTOPz_T_B 21 
MetcapTOPz_T_B ChllimTOPz_M_B 20 
MetcapTOPz_T_B ChlpneTOPz_X_B 20 
MetcapTOPz_T_B ChrvioTOPz_M_B 21 
MetcapTOPz_T_B CoxburTOPz_M_B 21 
MetcapTOPz_T_B DehlykTOPz_M_B 21 
MetcapTOPz_T_B Dehsp.TOPz_M_B 21 
MetcapTOPz_T_B DenaceTOPz_M_B 20 
MetcapTOPz_T_B DesindTOPz_X_B 20 
MetcapTOPz_T_B DesvulTOPz_M_B 20 
MetcapTOPz_T_B DicnodTOPz_M_B 21 
MetcapTOPz_T_B DictheTOPz_T_B 21 
MetcapTOPz_T_B DyaferTOPb_M_B 20 
MetcapTOPz_T_B EluminTOPz_M_B 20 
MetcapTOPz_T_B EryrhuTOPz_M_B 20 
MetcapTOPz_T_B FratulTOPz_M_B 21 
MetcapTOPz_T_B FusnucTOPa_M_B 20 
MetcapTOPz_T_B GemaurTOPz_M_B 20 
MetcapTOPz_T_B GeosulTOPz_M_B 21 
MetcapTOPz_T_B GlovioTOPa_M_B 20 
MetcapTOPz_T_B GlovioTOPb_M_B 17 
MetcapTOPz_T_B GraforTOPz_M_B 20 
MetcapTOPz_T_B HaloreTOPz_T_B 20 
